389,396,402,447,471,492,501,587,667,707,728
3.567305489681515331e-09,-1.222458177349064698e-10,-1.695715119938982855e-10,2.910401353956400130e-09,-2.412987685928683412e-09,-3.079583628667142443e-09,7.161181607426960627e-09,-6.276214609606952562e-09,2.203107803857206617e-08,-1.954404127459262911e-08,-7.205934725042496827e-09
1.828179776713642901e-09,6.058382738420175994e-11,1.975872430145869725e-10,-2.278246199634173268e-09,-1.368351526171778891e-09,4.091044887054385164e-10,9.756157023322716595e-09,-1.843153574230011370e-09,-8.627082668124667871e-09,-1.034786663214228637e-08,6.539271108363861650e-09
7.624137648919797426e-09,3.165387633941609871e-10,2.383809195961504914e-10,6.369419603074955822e-09,-6.271187087109134294e-11,-2.149342212156314340e-09,-3.222793800922038134e-09,-2.844847906598200860e-08,-1.185463058779706663e-08,4.979091105274961741e-09,-4.289952756430910405e-09
7.045556915617260192e-09,1.702717637204778165e-10,5.239523214415087632e-10,4.063407436995925587e-09,1.504242368764265555e-09,1.571623453886981732e-09,-9.712269213044381170e-09,1.146298881139128078e-08,1.054548367980787006e-09,3.810037840497701031e-10,-2.623881646361016125e-09
7.045556915617260192e-09,-4.912052684405634492e-11,-1.287778354123364726e-10,4.640030658428439757e-09,-8.460334462933334548e-10,6.413820373761536296e-10,-9.712269213044381170e-09,-6.276214609606952562e-09,2.041679771727997520e-08,-2.684387763433662313e-09,-3.040518599208246840e-09
6.693265535784524408e-10,3.531014088395869122e-10,2.791745961777139846e-10,2.776596644485670833e-11,-6.271187087109134294e-11,-3.544515799951234377e-09,-7.117293797148624375e-09,-2.180236715266176731e-08,-8.627082668124667871e-09,-2.414212859581782116e-08,8.205342218433755929e-09
2.406760510016180963e-09,-5.610468167559568087e-10,-4.551429138392582374e-10,1.757395270916895766e-09,3.071196608399615513e-09,1.106691282602890211e-09,1.624970618021096338e-08,2.596866740637397569e-09,2.041679771727997520e-08,-7.282475084658854779e-09,4.040402793918534521e-09
8.204410138752450755e-09,1.084436407208004419e-09,-4.719048224920947339e-11,-2.278246199634173268e-09,2.287563944186500959e-09,2.734519493011170060e-09,1.495018159988013476e-08,4.809917618580694986e-09,1.880353011889964590e-08,9.577178426500111607e-09,-3.873792504902708269e-09
1.828179776713642901e-09,-1.222458177349064698e-10,1.159998898514599733e-10,-5.160641227320193698e-09,-6.271187087109134294e-11,8.740366599895300888e-10,5.861657027096060870e-09,1.811606000420186658e-08,1.073617940408624105e-08,-5.749779310917138157e-09,-7.622094976570698963e-09
-6.867448788125718423e-09,-1.588248810723144498e-10,4.831586448599469244e-10,-2.278246199634173268e-09,-5.024578085320937891e-09,1.764498660920620314e-10,-6.278183850262819593e-10,2.596866740637397569e-09,-2.172999551691611757e-09,-8.815170858400570573e-09,8.205342218433755929e-09
2.406760510016180963e-09,2.400476404679465565e-11,-8.798415883077297944e-11,-6.890270531792212231e-09,1.986027134635711698e-10,3.432106286908638143e-09,-6.278183850262819593e-10,7.029927776014338968e-09,-2.153626162390252110e-08,-5.749779310917138157e-09,1.124420825306948305e-09
-5.128323075157846406e-09,-4.912052684405634492e-11,-4.959365904208217822e-10,6.043891878773911952e-10,4.899154343578755852e-09,3.897415532135374725e-09,-1.101179379337528093e-08,1.811606000420186658e-08,-1.024136298941673734e-08,3.810037840497701031e-10,1.124420825306948305e-09
-2.230344139054754047e-09,6.058382738420175994e-11,-8.630953454293070402e-10,-2.278246199634173268e-09,1.765245864308048492e-09,-3.079583628667142443e-09,6.717061953045477975e-10,9.249937933447982950e-09,7.508631484413863799e-09,1.913699557791486311e-09,8.621979171280986644e-09
3.567305489681515331e-09,-8.568317228948139768e-11,1.567935664330234793e-10,2.334018492349409522e-09,9.819242888858132946e-10,-3.777170422564593982e-09,-1.490629378960186882e-08,2.476913119701257148e-08,-3.786267150071939812e-09,-3.180361953226474980e-08,-1.178751110240494730e-08
