389,396,402,447,492,501,587,667,707,728
-4.903725478218833340e-10,8.199267644015464521e-10,4.754648697283292901e-10,-9.179998720291681489e-09,-8.274969370748674865e-09,2.054777170167422823e-08,-2.070158311926974491e-08,-1.314951835718890076e-08,1.114481210974056079e-08,6.034460770293143484e-09
-9.404237705047286396e-09,-1.542936249745556651e-09,8.620961823370009107e-10,-6.338945582595846692e-09,4.205801056933459345e-09,8.542445876486067125e-09,-3.178117362473576924e-09,-2.970247434935873820e-08,4.676279323517213713e-10,-4.942016131955298825e-09
-2.273483930573022155e-09,-5.977582083027531822e-10,-2.008266118485069391e-10,3.133635141312263527e-09,6.398127813181879551e-10,-1.846648192161269529e-08,-3.178117362473576924e-09,7.080634527459935442e-09,1.017470116604928745e-08,6.557163766628374777e-09
3.074158461150162202e-09,3.472556542202317555e-10,-3.939856104086748762e-10,2.186617428747012834e-09,-5.303626702688156664e-09,-3.647243378701177539e-08,-1.319252054914160948e-08,1.259794895054597476e-08,-3.414803774674983159e-09,3.420993458748888391e-09
-2.273483930573022155e-09,-1.227876902597953186e-09,4.754648697283292901e-10,-6.338945582595846692e-09,4.800069590545566129e-09,8.542445876486067125e-09,-1.319252054914160948e-08,2.363257779671805009e-08,-7.297235481701687586e-09,6.557163766628374777e-09
-4.650401855397757326e-09,-1.070265139564242006e-09,5.721226978804938348e-10,5.974688279008140924e-09,3.017263989709244951e-09,1.754542180918560717e-08,2.436671086048072947e-08,-3.521978877244477338e-08,6.292269459022581778e-09,-5.987422124625764719e-09
-4.903725478218833340e-10,1.607493042810638845e-09,-9.737759215775144339e-10,2.186617428747012834e-09,6.398127813181879551e-10,-6.461156096424531703e-09,-1.819624250273033046e-08,-9.471308741798179202e-09,-5.024830113395529039e-10,-3.896657809416740918e-09
6.638689470122266261e-09,1.764940626924524100e-09,-2.008266118485069391e-10,-4.442506559210034425e-09,5.394715198100318387e-09,-4.605300562134733361e-10,1.832563870605492073e-09,1.075884414285065782e-08,-2.444692830983708987e-09,-1.805893494207716910e-09
-5.244208397471412198e-09,1.292433695663035380e-09,6.687805260326651004e-10,-2.548471134079449494e-09,-5.487242859060261290e-10,4.455434960728436628e-08,1.935602962740166234e-08,8.919739335155340887e-09,-4.384914718366257744e-09,6.557163766628374777e-09
