LECROYWR6100A,18120,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,11-Dec-2012 14:44:20,0                 
Time,Ampl
9.569e-006,0.0098828
9.57e-006,0.010025
9.571e-006,0.0105227
9.572e-006,0.010025
9.573e-006,0.0092429
9.574e-006,0.0101672
9.575e-006,0.0096695
9.576e-006,0.009314
9.577e-006,0.0103094
9.578e-006,0.0093851
9.579e-006,0.0099539
9.58e-006,0.0104516
9.581e-006,0.0095984
9.582e-006,0.0103094
9.583e-006,0.0098117
9.584e-006,0.010736
9.585e-006,0.0099539
9.586e-006,0.0101672
9.587e-006,0.0095273
9.588e-006,0.00874521
9.589e-006,0.0101672
9.59e-006,0.0098117
9.591e-006,0.0095984
9.592e-006,0.0103094
9.593e-006,0.0109493
9.594e-006,0.0097406
9.595e-006,0.0095273
9.596e-006,0.0102383
9.597e-006,0.0092429
9.598e-006,0.00867411
9.599e-006,0.0100961
9.6e-006,0.010025
9.601e-006,0.00874521
9.602e-006,0.0088163
9.603e-006,0.0102383
9.604e-006,0.0092429
9.605e-006,0.0104516
9.606e-006,0.009314
9.607e-006,0.0098828
9.608e-006,0.0102383
9.609e-006,0.010025
9.61e-006,0.0094562
9.611e-006,0.0102383
9.612e-006,0.0110204
9.613e-006,0.0099539
9.614e-006,0.0100961
9.615e-006,0.0103805
9.616e-006,0.0096695
9.617e-006,0.0097406
9.618e-006,0.0105227
9.619e-006,0.0096695
9.62e-006,0.0098828
9.621e-006,0.0103094
9.622e-006,0.0096695
9.623e-006,0.010025
9.624e-006,0.0105938
9.625e-006,0.0098117
9.626e-006,0.010025
9.627e-006,0.0108782
9.628e-006,0.0105938
9.629e-006,0.010025
9.63e-006,0.0101672
9.631e-006,0.0109493
9.632e-006,0.0095273
9.633e-006,0.0088163
9.634e-006,0.0098828
9.635e-006,0.0095984
9.636e-006,0.010025
9.637e-006,0.0099539
9.638e-006,0.0102383
9.639e-006,0.0099539
9.64e-006,0.0094562
9.641e-006,0.0092429
9.642e-006,0.0088163
9.643e-006,0.0098117
9.644e-006,0.0095273
9.645e-006,0.0091718
9.646e-006,0.0103094
9.647e-006,0.0108782
9.648e-006,0.0098117
9.649e-006,0.009314
9.65e-006,0.0095984
9.651e-006,0.010025
9.652e-006,0.0104516
9.653e-006,0.0092429
9.654e-006,0.0098117
9.655e-006,0.0094562
9.656e-006,0.0094562
9.657e-006,0.0101672
9.658e-006,0.0094562
9.659e-006,0.0099539
9.66e-006,0.0094562
9.661e-006,0.009314
9.662e-006,0.0095984
9.663e-006,0.0103094
9.664e-006,0.0103805
9.665e-006,0.0105938
9.666e-006,0.0103805
9.667e-006,0.0103094
9.668e-006,0.0093851
9.669e-006,0.0100961
9.67e-006,0.0095984
9.671e-006,0.0108782
