R1  
Electric field / N (Td)                    1.976    
Angular field frequency / N (m3/s)         0.000    
Gas temperature (K)                        300.0    
Ionization degree                          0.000    
Electron density (1/m3)                   0.1000E+19
Longitudinal diffusion                     1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Maximum energy                             10.11    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    100.0    
Mole fraction He                           1.000    
Energy (eV) EEDF (eV-3/2) Anisotropy
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Maximum energy                             28.59    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    100.0    
Mole fraction He                           1.000    
Energy (eV) EEDF (eV-3/2) Anisotropy
  0.7734E-01	  0.2001    	  0.1434E-02
  0.2333    	  0.1996    	  0.2241E-02
  0.3920    	  0.1985    	  0.3893E-02
  0.5533    	  0.1967    	  0.5607E-02
  0.7172    	  0.1941    	  0.7372E-02
  0.8838    	  0.1908    	  0.9176E-02
   1.053    	  0.1867    	  0.1101E-01
   1.225    	  0.1818    	  0.1287E-01
   1.400    	  0.1763    	  0.1476E-01
   1.577    	  0.1700    	  0.1667E-01
   1.757    	  0.1632    	  0.1858E-01
   1.939    	  0.1558    	  0.2051E-01
   2.124    	  0.1480    	  0.2245E-01
   2.312    	  0.1397    	  0.2439E-01
   2.503    	  0.1313    	  0.2633E-01
   2.696    	  0.1226    	  0.2824E-01
   2.891    	  0.1139    	  0.3015E-01
   3.090    	  0.1053    	  0.3203E-01
   3.291    	  0.9677E-01	  0.3386E-01
   3.495    	  0.8850E-01	  0.3567E-01
   3.701    	  0.8052E-01	  0.3744E-01
   3.910    	  0.7291E-01	  0.3918E-01
   4.122    	  0.6570E-01	  0.4089E-01
   4.336    	  0.5893E-01	  0.4259E-01
   4.553    	  0.5261E-01	  0.4426E-01
   4.773    	  0.4676E-01	  0.4589E-01
   4.995    	  0.4138E-01	  0.4750E-01
   5.220    	  0.3647E-01	  0.4909E-01
   5.448    	  0.3200E-01	  0.5067E-01
   5.678    	  0.2796E-01	  0.5220E-01
   5.911    	  0.2434E-01	  0.5368E-01
   6.146    	  0.2112E-01	  0.5515E-01
   6.384    	  0.1825E-01	  0.5661E-01
   6.625    	  0.1571E-01	  0.5798E-01
   6.869    	  0.1350E-01	  0.5922E-01
   7.115    	  0.1156E-01	  0.6049E-01
   7.364    	  0.9874E-02	  0.6184E-01
   7.615    	  0.8406E-02	  0.6309E-01
   7.869    	  0.7144E-02	  0.6414E-01
   8.126    	  0.6062E-02	  0.6521E-01
   8.385    	  0.5133E-02	  0.6634E-01
   8.647    	  0.4337E-02	  0.6740E-01
   8.912    	  0.3660E-02	  0.6838E-01
   9.179    	  0.3085E-02	  0.6934E-01
   9.449    	  0.2597E-02	  0.7027E-01
   9.722    	  0.2184E-02	  0.7108E-01
   9.997    	  0.1837E-02	  0.7181E-01
   10.28    	  0.1544E-02	  0.7261E-01
   10.56    	  0.1297E-02	  0.7345E-01
   10.84    	  0.1089E-02	  0.7424E-01
   11.13    	  0.9140E-03	  0.7498E-01
   11.41    	  0.7672E-03	  0.7565E-01
   11.70    	  0.6442E-03	  0.7627E-01
   12.00    	  0.5412E-03	  0.7693E-01
   12.30    	  0.4546E-03	  0.7778E-01
   12.59    	  0.3815E-03	  0.7875E-01
   12.90    	  0.3198E-03	  0.7973E-01
   13.20    	  0.2678E-03	  0.8072E-01
   13.51    	  0.2241E-03	  0.8173E-01
   13.82    	  0.1874E-03	  0.8277E-01
   14.13    	  0.1566E-03	  0.8386E-01
   14.45    	  0.1308E-03	  0.8501E-01
   14.76    	  0.1091E-03	  0.8625E-01
   15.08    	  0.9100E-04	  0.8762E-01
   15.41    	  0.7578E-04	  0.8918E-01
   15.73    	  0.6301E-04	  0.9095E-01
   16.06    	  0.5231E-04	  0.9299E-01
   16.39    	  0.4332E-04	  0.9539E-01
   16.73    	  0.3577E-04	  0.9822E-01
   17.06    	  0.2942E-04	  0.1016    
   17.40    	  0.2409E-04	  0.1057    
   17.74    	  0.1960E-04	  0.1107    
   18.09    	  0.1583E-04	  0.1170    
   18.43    	  0.1266E-04	  0.1251    
   18.78    	  0.9981E-05	  0.1358    
   19.13    	  0.7727E-05	  0.1505    
   19.49    	  0.5818E-05	  0.1719    
   19.85    	  0.4200E-05	  0.2014    
   20.21    	  0.2873E-05	  0.2315    
   20.57    	  0.1903E-05	  0.2513    
   20.94    	  0.1232E-05	  0.2664    
   21.30    	  0.7859E-06	  0.2790    
