Temperatures,+-,Metastables,+-
5.820515641008634702e+03,3.382293828110277536e+04,-1.253962380153507344e+14,2.624109425464210312e+14
1.246409977166414901e+05,1.766370587287892774e+07,-9.482990770804332812e+13,6.869073126336164000e+15
2.920675535268254706e-05,0.000000000000000000e+00,-3.218104879777994922e+13,0.000000000000000000e+00
3.132866508294484214e-05,1.348497568020633963e+01,-6.053136661182392969e+13,3.117459350461184766e+13
7.474007087457563720e-06,0.000000000000000000e+00,-9.516733799361481250e+13,0.000000000000000000e+00
6.418006332045461844e-07,0.000000000000000000e+00,-7.631349195698195312e+13,0.000000000000000000e+00
2.138958470979844595e+00,2.308787296681084911e+01,-7.162218538445206250e+13,3.340621583046790625e+13
1.093108316836173344e+03,1.640202527758735414e+03,-1.439112242450822188e+14,8.045602197498426562e+13
1.825502678862550965e+03,4.440158060110690712e+03,-1.038844459484373750e+14,9.387303504147679688e+13
3.464558940965247075e+03,1.484138553532882906e+04,-9.343766857650370312e+13,1.423665128301940938e+14
2.538078105936272095e+03,8.667780256274823842e+03,-9.620893280338259375e+13,1.192472294843604531e+14
2.420655622384389062e+03,6.729880352945712730e+03,-1.091441965553022812e+14,1.105583663481659844e+14
2.652982614078962797e+03,4.347036353393911668e+03,-1.896423761316872188e+14,1.124907822263431094e+14
1.284207525049247124e+03,1.459898757519574474e+03,-2.099132540826715625e+14,8.937097265780593750e+13
1.171258472547644715e+03,1.140995688208694673e+03,-2.402463152037560938e+14,8.746793929872478125e+13
9.757503551800647301e+02,8.175522279509106056e+02,-2.601193125108008750e+14,8.075709042198775000e+13
1.201805332532489274e+03,9.157382949824227580e+02,-2.958149754250711875e+14,8.427764946335692188e+13
1.453765893763347094e+03,1.059349483954650168e+03,-2.995747273613951875e+14,8.174632984875042188e+13
1.353551907648517727e+03,1.109414448649270298e+03,-2.538672901754195938e+14,7.797173258726828125e+13
2.649631678792879029e+03,3.382599446181910935e+03,-2.475642766085877500e+14,1.142672056825626719e+14
2.671530111621405922e+03,4.766820111229866598e+03,-1.701686977430214375e+14,1.098281510227421250e+14
1.787666843186651022e+03,5.261564074841163347e+03,-7.692575792223945312e+13,8.426509748142676562e+13
2.206072764240676861e+03,8.326870395165105947e+03,-6.404649197490524219e+13,8.865358395226793750e+13
2.278408911415996954e+03,7.439862966766131649e+03,-7.966361379090298438e+13,9.524329062883629688e+13
2.924964811878204728e+03,6.420935633755231720e+03,-1.498962953103110000e+14,1.183007837235908750e+14
3.560780043418758851e+03,6.300003278673993918e+03,-2.319768881546316250e+14,1.458132247486454062e+14
8.224835560608846208e+03,2.625132881772166002e+04,-3.073252002187788125e+14,3.680787403108976875e+14
3.797245568783159979e+04,1.634619239146250184e+05,-7.391509300109707500e+14,1.209703282431081000e+15
4.008657516677761305e+04,1.589637415519183851e+05,-7.417332398866932500e+14,1.070288038358855000e+15
4.416071395334845147e+04,1.669999121725668956e+05,-6.711533140034671250e+14,8.210301878851281250e+14
3.365103048918967397e+04,2.557407093818192952e+05,-4.971928778033320000e+14,1.541205034196461750e+15
2.335502395261957645e+04,2.300144919697017467e+05,-3.364399041936448750e+14,1.417325398843464750e+15
2.278939422223687507e+04,1.800946421024193696e+05,-3.648345792542726250e+14,1.230548697843769750e+15
7.055936697210335069e+02,1.086864227922813143e+03,-1.085343696075359688e+14,6.063693496454438281e+13
4.035861356236773076e+02,5.347797680332157597e+02,-1.137381383940987500e+14,5.174824121233115625e+13
4.152951615605916231e+02,4.739684150975683110e+02,-1.421831719338605625e+14,5.589502512133475000e+13
7.357048995943853242e+02,6.869725314953112729e+02,-2.000975121719150625e+14,6.794979275817128906e+13
1.066078197760136845e+03,8.266993789263950703e+02,-2.459271368708976562e+14,7.098455503498695312e+13
1.431916724343891019e+03,1.029361373384337867e+03,-2.575262188690473438e+14,6.930903809700075781e+13
2.527553219293649818e+03,1.965114886727780913e+03,-2.892181766078592500e+14,8.165016506163525000e+13
3.337303904680322375e+03,3.353970459883737021e+03,-2.655075777079500312e+14,9.504773383888268750e+13
2.648248951761052740e+04,1.587484460686710663e+05,-5.218466256508568125e+14,1.337135082881856500e+15
3.131220303095789495e+04,2.441088948941292765e+05,-4.975921674277208750e+14,1.620858991536997500e+15
3.064228276617370648e+04,3.038643756303004338e+05,-4.169113496670753750e+14,1.737109782502851500e+15
3.364338818037577585e+04,2.620425874789915979e+05,-4.584223407443656875e+14,1.456597317373699250e+15
3.317370512636538479e+04,2.515479237592702848e+05,-4.192190894921130625e+14,1.304575450714836250e+15
2.798625480156497360e+04,2.153479724707313580e+05,-4.237567247673483750e+14,1.388572280622961500e+15
1.766014379891695398e+03,2.421376325217246631e+03,-1.753468700377565000e+14,8.957051675781690625e+13
4.117866073092155261e+02,5.010864010613846062e+02,-1.594858110081961875e+14,6.674757286497477344e+13
3.931704891973084273e+02,4.674340469555294817e+02,-1.796278032850708438e+14,7.305839960198590625e+13
4.263653996522122611e+02,4.613028517757409190e+02,-1.938132779392355625e+14,7.235925087435815625e+13
5.221021922866295881e+02,5.781712545103947605e+02,-1.854782319603375000e+14,7.243704130137732812e+13
6.314016725681718754e+02,7.888035858420752220e+02,-1.525360751274908125e+14,6.836335078762317188e+13
2.322396224927413641e+03,3.685424989617983556e+03,-1.667823751508850625e+14,9.680447188893710938e+13
4.050620275341356319e+03,8.692305284876732912e+03,-1.674625712123868438e+14,1.274167839156644062e+14
2.985027310410839164e+03,6.118657091094756652e+03,-1.516096548944860938e+14,1.113837121146545938e+14
1.825996903630736824e+03,3.310162994886014985e+03,-1.279534038818175781e+14,8.622884453394700000e+13
1.213461382927428076e+03,2.845287540256292687e+03,-8.428468198256123438e+13,7.393285123155235938e+13
6.615289450993575429e+02,2.041443686193460508e+03,-6.390888267928295312e+13,7.111263049563939062e+13
6.621145532710178259e+02,1.266833025351560309e+03,-1.089433053287590781e+14,7.515329028074362500e+13
6.921315159955887566e+02,9.808850733130115032e+02,-1.426852559784906875e+14,7.317354640947534375e+13
7.475608672521136668e+02,9.604160896933004778e+02,-1.560317182249804062e+14,7.299042206543879688e+13
9.870855040204870647e+02,9.490088275740382642e+02,-2.018794968720420312e+14,7.199900719040634375e+13
1.223951221599415703e+03,1.061896572045605581e+03,-2.445352114947250938e+14,7.934036382858748438e+13
2.058865268691458823e+03,1.830661282017714939e+03,-2.920624217084341250e+14,9.584135568477457812e+13
6.291252224846581157e+03,1.104527298240275923e+04,-3.870224798753759375e+14,2.467610908703783438e+14
2.623266871221338079e+04,1.567865563142014726e+05,-6.620141570828613750e+14,1.691904147305686750e+15
2.976883725301747472e+04,1.720560315500377619e+05,-7.220391603511350000e+14,1.762628072557156750e+15
3.440441151865258871e+04,1.697735484352560306e+05,-7.849539595288637500e+14,1.565914699697359750e+15
3.544773837033921154e+04,1.744188250828406599e+05,-7.054256107248351250e+14,1.382502194774321750e+15
2.882203407874926052e+04,1.917558929540164536e+05,-5.484499095331214375e+14,1.548742850659313000e+15
2.616031077722254850e+04,1.769919385771417292e+05,-4.540820286973430625e+14,1.313769220190122500e+15
3.128019306110928028e+03,5.764121059708744724e+03,-1.707774260248674375e+14,1.124614174807350469e+14
1.258805524847768538e+03,2.772898153449998972e+03,-1.059291116334917812e+14,8.735348492017257812e+13
8.979704316137009528e+02,3.643034656103266570e+03,-5.610513969078206250e+13,8.400067211242442188e+13
8.936161171577122104e+02,5.566504520181672888e+03,-3.555782610837188281e+13,8.172192533745142188e+13
9.928381817378678988e+02,4.465018005546046879e+03,-5.040561295563887500e+13,8.410047826530304688e+13
1.660718864918364716e+03,5.300967896589438169e+03,-7.635133491926995312e+13,9.099608583583090625e+13
1.458233772971607686e+04,1.196373090416937630e+05,-2.121698215983983438e+14,7.078635614240523750e+14
1.386143973431899394e+04,6.150808549245230824e+04,-3.826590518972046875e+14,6.885331386136098750e+14
1.427817872769948735e+04,5.041417697214718646e+04,-5.027071296624077500e+14,7.208159612362798750e+14
5.400895266152436307e+03,8.834720264689982287e+03,-3.569782608588698125e+14,2.090239565661153125e+14
2.733447483620777803e+03,2.873472885270104143e+03,-3.127026526888748750e+14,1.185648029232972344e+14
3.055058367381815515e+03,3.518338686464717284e+03,-3.074867985191708750e+14,1.268515550845144375e+14
2.628812994121560678e+03,3.321598575776672533e+03,-2.556980286931955938e+14,1.169892943018614844e+14
1.713462443270250105e+03,2.508400704196020342e+03,-1.853692678655477812e+14,1.011856602556827344e+14
2.182849185163433958e+03,4.879933517734770248e+03,-1.409808350421366250e+14,1.157851148772652500e+14
3.016338271723559501e+03,8.067430564407905877e+03,-1.416120122252395938e+14,1.356705441236489844e+14
2.869717228782835718e+03,5.649958723428029771e+03,-1.609254348289291562e+14,1.138940502038350625e+14
4.082944381901435918e+03,7.989641901714769119e+03,-2.197826438188089062e+14,1.522154472714529062e+14
4.090558554804402320e+03,5.949743140516381573e+03,-3.033042188183251875e+14,1.562274320060362500e+14
3.301257679269550863e+03,3.929369508867681361e+03,-3.291001134123946250e+14,1.395328670546016719e+14
3.846254100827622551e+03,5.014142386266093126e+03,-3.367970940071128750e+14,1.556364438734774688e+14
1.919150869535684024e+03,2.195539312899749348e+03,-2.193371016241915312e+14,9.306587143848498438e+13
1.228089247583906172e+03,1.921048220555845774e+03,-1.335920273173717344e+14,7.818900609543829688e+13
1.262484137179265872e+03,3.370010705128132486e+03,-7.918964217991645312e+13,7.914251965193109375e+13
1.643680913291839715e+03,1.641370598636756768e+04,-2.473547341232750391e+13,9.226661854835098438e+13
9.683548480728256891e+01,4.100329753037727869e+02,4.476022204166146875e+13,5.175121779837546875e+13
4.166605439566765563e+04,9.008026415255772881e+05,-1.094370785077345000e+14,8.255661728771990000e+14
4.131132509099853633e+04,2.478314086965292227e+05,-3.539410733209997500e+14,7.481041544725636250e+14
2.614049103836901122e+04,1.411428938582713308e+05,-5.304241385886206875e+14,1.224772404320760250e+15
2.542332412789918453e+04,1.077900003619793133e+05,-6.695474782771270000e+14,1.215173597152341000e+15
9.729906652567524361e+03,2.048095132642129465e+04,-4.769395781234303750e+14,3.861915597978481250e+14
8.092078942231549263e+03,1.345199693358798686e+04,-4.983303921579266250e+14,3.105022100246370625e+14
9.257364912607601582e+03,1.668727400869807752e+04,-5.325395608561896250e+14,3.669728669021330000e+14
2.519486953948366136e+04,1.309619360722630663e+05,-6.299537614648581250e+14,1.403896845353729250e+15
1.359039501764066517e+05,2.719838252909692470e+06,-5.676889413589597500e+14,5.761147868148404000e+15
1.347849788487480255e+05,3.042292252018103376e+06,-5.500488998909685000e+14,6.316509448874610000e+15
1.989378613161140674e+04,1.406801784817178559e+05,-3.806553094314681875e+14,1.139314668309796250e+15
2.091152202984952055e+03,3.573387233583387570e+03,-1.618384117858595938e+14,1.019796832889943281e+14
4.966647888237525876e+03,1.570377695066556225e+04,-1.691752788619535938e+14,1.904703437314624688e+14
1.782759544982613079e+04,1.939190123468037345e+05,-2.354358607040852812e+14,1.072004147477802125e+15
2.328779840099122521e+04,3.523333824594060425e+05,-2.354586437249391250e+14,1.521945150012162500e+15
2.558380102726007317e+04,6.610311597399120219e+05,-1.489194930846836875e+14,1.646237403909176500e+15
2.221448564199367684e+04,7.183153118138869759e+05,-1.010500351338955156e+14,1.392584434720520000e+15
2.636939790954837736e+04,5.511419777953136945e+05,-1.650470319205404062e+14,1.477016393277616000e+15
3.595872999543565243e+02,1.346349006440301082e+03,-4.385140459251189844e+13,5.556622003907240625e+13
4.532164487285566565e+02,1.043591590206684714e+03,-6.730887707714318750e+13,5.384291193016421875e+13
5.748230375343896412e+02,9.653961112745349737e+02,-1.161848456470576562e+14,6.944410243275055469e+13
7.139966385826195392e+02,1.104265248953175615e+03,-1.444130329228279062e+14,8.107804699790478125e+13
7.773486438779024184e+02,1.220334287022598346e+03,-1.537485013678597188e+14,8.806860822549432812e+13
6.390635193435105066e+02,9.625155179711791789e+02,-1.641498358217559062e+14,8.878536348621292188e+13
8.701260238296857779e+02,1.353732483212595753e+03,-1.542267745121630625e+14,8.834235269768718750e+13
7.917796480224576499e+02,1.152896981829361494e+03,-1.458035553250346562e+14,7.767310361467814062e+13
