Temperatures,+-,Metastables,+-
1.097883992290742463e+05,3.847544607467775932e+05,-1.250551034891198500e+15,2.198805533974665000e+15
1.162297216966264969e+05,7.009256541443640599e+05,-1.120864924792801375e+15,3.478738993802818500e+15
1.218804860334394034e+05,1.302698839895545272e+06,-1.016159384987398375e+15,5.652471186025405000e+15
1.236770299212154641e+05,1.711118390672136564e+06,-9.294592421482633750e+14,6.707747177592215000e+15
1.225460801250787190e+05,1.489133128293352667e+06,-9.276531821550226250e+14,5.873554007986404000e+15
1.211111507162201015e+05,1.295129010360736400e+06,-9.291750818170882500e+14,5.167798908380931000e+15
1.203927007117712783e+05,1.258151825412567705e+06,-9.211862832335437500e+14,5.001152213486774000e+15
1.174331449692218011e+05,8.975088208830720978e+05,-9.840701247161240000e+14,3.883210716259450500e+15
1.103825435263716645e+05,4.740342151870058151e+05,-1.083023369834319125e+15,2.339611371204328000e+15
1.044846796839080052e+05,2.988375300372500205e+05,-1.266911922532218750e+15,1.756255091640606750e+15
9.926488470420705562e+04,2.301034595082782907e+05,-1.288095821541185000e+15,1.379262946212713000e+15
8.974697587247804040e+04,1.585255552514347073e+05,-1.258906556137636750e+15,8.946308942078890000e+14
7.976649646879140346e+04,1.169002272070927138e+05,-1.291431128113221250e+15,5.943011483495976250e+14
8.122609681818108947e+04,1.300321515632145311e+05,-1.237942823412244250e+15,6.506834525163592500e+14
9.067005971624732774e+04,1.801856493413060089e+05,-1.183582719590328000e+15,9.624025932168545000e+14
9.113999179711334000e+04,1.857868747752842319e+05,-1.134634252319167000e+15,9.542258102003411250e+14
1.001088254608654242e+05,2.682904243154824362e+05,-1.103749020718039125e+15,1.378405735605238500e+15
1.105968348378519877e+05,4.507534639289067709e+05,-1.061071513722184625e+15,2.178561333941985500e+15
1.122684214834582235e+05,5.025790837258992251e+05,-1.051463965047787750e+15,2.388505964375286500e+15
1.111366767349644797e+05,4.818866565884897718e+05,-1.039994320352790500e+15,2.275603657878781000e+15
1.095327520660102891e+05,4.411088021385018365e+05,-1.065059440746880250e+15,2.148125648941827250e+15
1.131898810044452985e+05,6.008795025267838500e+05,-1.081074925526898125e+15,2.923222734388097500e+15
1.162964887808389321e+05,7.587969866838433081e+05,-1.098599714649271125e+15,3.689725942699515500e+15
1.136593133011847531e+05,4.980254250310698408e+05,-1.237151238908790500e+15,2.766249975431179000e+15
1.146226668480197841e+05,4.608640376507524052e+05,-1.288409548154714000e+15,2.653446304827874500e+15
1.214404695829274133e+05,7.163167033625633921e+05,-1.368511789000017250e+15,4.202063482089539000e+15
1.231601874048547324e+05,7.184366899600529578e+05,-1.506468236597241750e+15,4.581974617097966000e+15
1.227846219756085629e+05,6.700793566168082180e+05,-1.514396212704828250e+15,4.309187967532339500e+15
1.234031014903025352e+05,8.412691966780085349e+05,-1.426516836518517750e+15,5.070650459070604000e+15
1.247785078416055476e+05,1.228956989987142384e+06,-1.306499842954026500e+15,6.714225024379886000e+15
1.220361529825541511e+05,1.066594893895139918e+06,-1.190978896425890750e+15,5.418778146273074000e+15
1.179180436187251325e+05,8.670307704620364821e+05,-1.035101535067967875e+15,3.934334532933933500e+15
1.210041465644511190e+05,1.360948053629545029e+06,-8.458924205092083750e+14,4.947239202523478000e+15
1.226635243965750269e+05,1.941444311098901555e+06,-7.362397603990250000e+14,6.072382674212536000e+15
1.247108178037952312e+05,2.191318974464923609e+06,-7.963843211348816250e+14,7.300674955868579000e+15
1.260831768801836297e+05,2.221477711564744357e+06,-8.883064377201316250e+14,8.178512070575833000e+15
1.262946399930060143e+05,2.269053652997671627e+06,-9.068035271465422500e+14,8.509885851420428000e+15
1.268771355141758395e+05,2.238052721176194027e+06,-1.007732330076976375e+15,9.285962813898042000e+15
1.265265576538729511e+05,1.906557428857750958e+06,-1.121165940184653625e+15,8.824971093963916000e+15
1.253452185257708188e+05,1.579105858906114474e+06,-1.110511850724339250e+15,7.305397367869053000e+15
1.179325063402863743e+05,6.741370040032224497e+05,-1.182791799324442000e+15,3.495270521259858500e+15
9.659889939124995726e+04,1.729249392778062902e+05,-1.425783222062005000e+15,1.142710371374724250e+15
7.817791872908771620e+04,9.278128407265305577e+04,-1.552553507520843250e+15,5.492379036280630625e+14
6.277401474595934269e+04,7.393636634050557041e+04,-1.555335646071434750e+15,3.265321180839101250e+14
6.190187408117284212e+04,7.192405255108114216e+04,-1.532589668160504750e+15,3.176579193817715625e+14
6.949540190601140785e+04,8.197440186046893359e+04,-1.473992813146202750e+15,3.694784145836627500e+14
8.059550796045818424e+04,1.038822796170319925e+05,-1.390672868427841250e+15,5.778322772637828750e+14
9.813588328515844478e+04,2.006120202019548451e+05,-1.236174726223503000e+15,1.152599048097265250e+15
1.164165952678658359e+05,6.258038089732168010e+05,-1.119331301566234125e+15,3.098332437399708500e+15
1.200202068634948228e+05,8.649815960813416168e+05,-1.181044668986796750e+15,4.419197575005113500e+15
1.226493665840560716e+05,1.105499962356835604e+06,-1.259682390088386250e+15,5.916930604381539000e+15
1.231305003240516962e+05,1.170237222464241320e+06,-1.273783274474375500e+15,6.311873588196987000e+15
1.216236852419185889e+05,1.021597230373580591e+06,-1.243867905261320750e+15,5.440342272551567000e+15
