Temperatures,+-,Metastables,+-
8.980780330156993614e+02,1.247296579198778943e+02,1.275650485314631500e+15,7.610726179361942188e+13
8.730968286989610760e+02,1.202093869333290286e+02,1.277338715375838500e+15,7.555596221372000000e+13
8.109947001254403176e+02,1.073262513947519068e+02,1.260597346136716250e+15,7.167559034460295312e+13
7.004736677440363337e+02,8.240442454554460028e+01,1.252494169695722000e+15,6.328926915686120312e+13
6.699649462375132316e+02,7.583162975148577800e+01,1.256844888163536500e+15,6.109722071613666406e+13
6.238017329368773289e+02,7.311846061322881951e+01,1.252650939049013750e+15,6.304707386218586719e+13
5.739099508474366758e+02,7.212062536391844958e+01,1.239725186678734000e+15,6.686561443595007812e+13
5.769178566899176985e+02,8.718509297146803760e+01,1.215596143619823000e+15,7.883648114907975000e+13
5.703141343887856465e+02,9.618364594497035114e+01,1.176484203022431500e+15,8.512738917940143750e+13
6.106288005946174735e+02,1.172087355151606545e+02,1.168492430344500250e+15,9.625102464794770312e+13
8.126163863019164637e+02,1.523439860723436823e+02,1.224212871110631500e+15,9.858837270042926562e+13
9.399783279607130453e+02,1.630877491258744669e+02,1.242168589881191750e+15,9.254727009078700000e+13
8.913192547899836882e+02,1.473145857971475436e+02,1.201705426372154750e+15,8.529241473540168750e+13
7.961841243321009642e+02,1.224048844054347853e+02,1.178316866142670250e+15,7.780018111759328125e+13
6.728895744956772660e+02,9.893969496193567181e+01,1.164524235627456500e+15,7.350251386898328125e+13
6.320956687330457271e+02,8.234026086942530753e+01,1.183064297442035500e+15,6.614911765560069531e+13
6.238258885269352731e+02,7.699173653664038852e+01,1.192001705062064250e+15,6.314565583938352344e+13
5.893969429214529328e+02,7.694292697097964151e+01,1.169751185212497000e+15,6.551939086028964844e+13
5.804256085831164000e+02,7.789743754852717927e+01,1.169482261424177750e+15,6.733870881077528125e+13
6.742217837859359406e+02,9.555772925066726486e+01,1.188716584780441750e+15,7.233302388389681250e+13
8.538090378978740773e+02,1.172133917458887566e+02,1.250319408326213250e+15,7.374039469330856250e+13
9.432182265326408697e+02,1.197669835206314275e+02,1.314513688925141250e+15,7.169503178521096875e+13
9.481972664119549563e+02,1.158307907671131716e+02,1.353429695781941750e+15,7.102825735895014062e+13
8.526852252672955501e+02,1.067822558305769860e+02,1.328500418226632250e+15,7.149899551287982812e+13
7.799008402387422620e+02,9.840064429319033934e+01,1.308541952558281000e+15,7.095182547811226562e+13
7.092233702924846739e+02,9.999139021809671135e+01,1.286322768997719000e+15,7.791433938897673438e+13
6.441453305022089353e+02,9.851730040416173040e+01,1.236372711334578000e+15,8.119506636989134375e+13
6.327297460351849168e+02,9.614332748650033977e+01,1.186635219349898250e+15,7.739431087654375000e+13
5.918510665861838334e+02,8.791415182244297455e+01,1.121096273641390000e+15,7.143456185136557812e+13
6.237217587676250332e+02,8.836986445396766499e+01,1.118613156249409750e+15,6.799955585644235156e+13
7.007248616034779616e+02,1.104741472760944134e+02,1.130026004495179250e+15,7.647308378827054688e+13
7.537455387404038447e+02,1.282632761945956190e+02,1.131503714719607000e+15,8.266249075858895312e+13
7.862839823113067723e+02,1.411810909306420854e+02,1.152334861011129250e+15,8.884305813231035938e+13
7.781445120564496847e+02,1.404105925454458372e+02,1.182880771430594250e+15,9.166480761539965625e+13
7.359007291318819171e+02,1.247833909206826206e+02,1.211482380494405250e+15,8.822643209928010938e+13
6.791805344624456211e+02,1.046495442629782531e+02,1.230530512650101250e+15,8.142354510333890625e+13
6.047880500722169472e+02,8.392649344797237632e+01,1.223864622635888750e+15,7.290318533780134375e+13
5.729536828322500241e+02,7.488296755703854046e+01,1.202916665060584000e+15,6.746402775641008594e+13
5.637072073217701700e+02,7.419443629802239570e+01,1.205041256217631250e+15,6.805570602182504688e+13
5.591537012283133663e+02,7.990988741911381510e+01,1.235131637460863000e+15,7.575254721591721875e+13
6.484525388393249159e+02,9.580480556579144036e+01,1.271840503878999250e+15,8.070505221537689062e+13
