Temperatures,+-,Metastables,+-
1.811726463366339601e+02,7.439355247164144203e+01,3.016651771806662500e+14,5.302443745234923438e+13
1.642862322026512061e+02,6.835138399425026989e+01,2.883710886044956875e+14,5.132143936336922656e+13
1.532316206283697113e+02,6.506415000684172867e+01,2.759209168701434062e+14,5.008548117350021875e+13
1.561375922545672665e+02,6.711289069748296754e+01,2.853026953239007500e+14,5.242524345763246094e+13
2.077547425447943112e+02,8.802074184403578272e+01,3.114749142033143125e+14,5.653539519946147656e+13
2.362831350231751060e+02,8.884583669545767748e+01,3.469473279060675625e+14,5.594678961988932812e+13
2.323907403401374552e+02,8.379453234583142773e+01,3.623656621799499375e+14,5.603111972461210156e+13
2.310927499808143750e+02,7.925923539724988132e+01,3.751461848441494375e+14,5.518404704360276562e+13
1.947032822546269699e+02,5.853426792272301782e+01,3.809029893045606875e+14,4.907111738102660156e+13
1.747620753594223402e+02,4.975485384672236222e+01,3.616087393440473125e+14,4.408777563482016406e+13
1.527254226136562636e+02,4.826843332283258547e+01,3.428121992883171250e+14,4.635115975112117969e+13
1.477906231110581530e+02,4.945174532005863455e+01,3.311515838536140625e+14,4.737985782701603906e+13
1.501956271708527595e+02,5.456987839031823029e+01,2.997327204188846250e+14,4.656329949974882812e+13
1.428592906355109733e+02,5.174596700311347064e+01,2.988069884175138750e+14,4.625179097140216406e+13
1.468285339821000548e+02,5.679294753037687116e+01,2.984243130196770625e+14,4.933262027026372656e+13
1.622209596086778163e+02,6.571412649292209096e+01,2.897395006007937500e+14,5.020448443486087500e+13
1.780143282002185003e+02,6.721311747830630168e+01,3.021301699367463125e+14,4.882941522429366406e+13
1.925248996348057062e+02,7.674310283788996401e+01,2.928537475180496875e+14,4.996812392719517969e+13
2.241726487005032027e+02,8.820483831283506504e+01,2.927016759978393750e+14,4.935392342225350781e+13
2.389260519340778046e+02,8.172267966640501413e+01,3.002490505009922500e+14,4.401285502598513281e+13
2.251362358429230426e+02,8.332594465022117447e+01,2.750456938704673438e+14,4.360220718886705469e+13
2.002149144199903503e+02,7.930400852054475536e+01,2.499226861918081250e+14,4.237261473634702344e+13
1.582257198607684643e+02,6.196411579371437028e+01,2.486758358492040312e+14,4.162211072151330469e+13
1.244251303931521022e+02,4.762973622156596321e+01,2.513263198454805312e+14,4.105402380109332812e+13
1.225622627282395314e+02,4.575812953907801273e+01,2.655669587091290000e+14,4.230558886619239062e+13
1.408564852481805190e+02,5.382337019053895943e+01,2.703768802346178750e+14,4.412582622054259375e+13
1.810136892973375780e+02,7.240515634128320244e+01,2.826647780146445625e+14,4.839129968287028125e+13
