388,396,447,492,501,587,667,706,728
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.141696807848954050e-06,5.569407575093371894e-09,1.098818017204067464e-07,3.145399514803426737e-08,2.593968775673780454e-08,3.870024074759525215e-06,1.181222779524851850e-06,5.852548482542547917e-05,3.005117372099012806e-06
6.353838755749010192e-06,6.503715067015210282e-09,1.142852003728001293e-07,3.177271034452213090e-08,2.700280490235657074e-08,2.778667021965827074e-06,8.487306275170605177e-07,4.016838551001374903e-05,2.075140548639621222e-06
6.347921661828068241e-06,9.130605940774079213e-09,1.521050812362426776e-07,4.165748269042541128e-08,3.591237659070048666e-08,2.863027308664890275e-06,8.751775067920822521e-07,3.961438077640769587e-05,2.059480174190322598e-06
9.308648549970764921e-06,1.907067852658540383e-08,3.049186564894202444e-07,8.248865466712880773e-08,7.185110836292832006e-08,4.381759242750185191e-06,1.341037679063298925e-06,5.695964160305403936e-05,2.989987776470567758e-06
1.072468751842630896e-05,2.955303481080937242e-08,4.605992614153154488e-07,1.236077486372558840e-07,1.082075423953877054e-07,5.284401107212385527e-06,1.619740631686727339e-06,6.408189812422669402e-05,3.403863777703908868e-06
1.209108131833095647e-05,4.302866795068355913e-08,6.593420882184657622e-07,1.759683779273499833e-07,1.542869368503631531e-07,6.246702130385668232e-06,1.918313453729421055e-06,7.022046521589643379e-05,3.783751581930382790e-06
1.319898633986767076e-05,5.866776278540536107e-08,8.885517011471891025e-07,2.362152494165410295e-07,2.069357087766661819e-07,7.148167036917190018e-06,2.200201927277966167e-06,7.414405742231412343e-05,4.063807527896438520e-06
1.413493345084707527e-05,7.643804416655789862e-08,1.148079149641648135e-06,3.043348412963547101e-07,2.659115579895946408e-07,8.012464663048210763e-06,2.473084890069875683e-06,7.638745814768879868e-05,4.271957468308792861e-06
1.492589859511965673e-05,9.618339907219845456e-08,1.435794700517331219e-06,3.797779823077395257e-07,3.304939358215876246e-07,8.834361884650750719e-06,2.735843179045413417e-06,7.711954041060037509e-05,4.416948297767617870e-06
1.559237468299728415e-05,1.177762170139257527e-07,1.749954928060444859e-06,4.620944776000688629e-07,4.000394649206462930e-07,9.606027748814248836e-06,2.986626482571907382e-06,7.645907842017949686e-05,4.505156942290944337e-06
1.614718343435031335e-05,1.410969186944765461e-07,2.088903526001229366e-06,5.508545426816451565e-07,4.739125646209074136e-07,1.031591682231580694e-05,3.222506039035152344e-06,7.447121201747898458e-05,4.540307406034592339e-06
1.659823380375201329e-05,1.660350539888483627e-07,2.451095927746075799e-06,6.456560622395998735e-07,5.514914687210693030e-07,1.094991782167350229e-05,3.439825363826865383e-06,7.118525248679539097e-05,4.524381100060044351e-06
1.694993194276628800e-05,1.924879326836693698e-07,2.835084039512316853e-06,7.461210200026441798e-07,6.321649580483894071e-07,1.149188486308029012e-05,3.634361602789437389e-06,6.660419320002507128e-05,4.458092999664395966e-06
1.720413359518725035e-05,2.203598033207246275e-07,3.239507441617601219e-06,8.518934831542529803e-07,7.153305780613331455e-07,1.192400266865361936e-05,3.801436294797775740e-06,6.071111842540777428e-05,4.341212911834423140e-06
