Temperatures,310->211/300->201
1.334174148254997083e-01,0.000000000000000000e+00
1.335403657130813382e-01,0.000000000000000000e+00
1.336634299061169595e-01,0.000000000000000000e+00
1.337866075090232698e-01,0.000000000000000000e+00
1.339098986263131952e-01,0.000000000000000000e+00
1.340333033625959736e-01,0.000000000000000000e+00
1.341568218225772657e-01,0.000000000000000000e+00
1.342804541110591554e-01,0.000000000000000000e+00
1.344042003329403989e-01,0.000000000000000000e+00
1.345280605932163975e-01,0.000000000000000000e+00
1.346520349969792252e-01,0.000000000000000000e+00
1.347761236494179338e-01,0.000000000000000000e+00
1.349003266558184144e-01,0.000000000000000000e+00
1.350246441215636473e-01,0.000000000000000000e+00
1.351490761521336736e-01,0.000000000000000000e+00
1.352736228531057627e-01,0.000000000000000000e+00
1.353982843301545225e-01,0.000000000000000000e+00
1.355230606890518441e-01,0.000000000000000000e+00
1.356479520356672352e-01,0.000000000000000000e+00
1.357729584759676256e-01,0.000000000000000000e+00
1.358980801160176166e-01,0.000000000000000000e+00
1.360233170619797594e-01,0.000000000000000000e+00
1.361486694201140824e-01,0.000000000000000000e+00
1.362741372967789244e-01,0.000000000000000000e+00
1.363997207984302684e-01,0.000000000000000000e+00
1.365254200316225186e-01,0.000000000000000000e+00
1.366512351030080008e-01,0.000000000000000000e+00
1.367771661193376287e-01,0.000000000000000000e+00
1.369032131874603486e-01,0.000000000000000000e+00
1.370293764143239168e-01,0.000000000000000000e+00
1.371556559069743442e-01,0.000000000000000000e+00
1.372820517725565348e-01,0.000000000000000000e+00
1.374085641183138973e-01,0.000000000000000000e+00
1.375351930515889554e-01,0.000000000000000000e+00
1.376619386798228484e-01,0.000000000000000000e+00
1.377888011105559973e-01,0.000000000000000000e+00
1.379157804514276886e-01,0.000000000000000000e+00
1.380428768101766568e-01,0.000000000000000000e+00
1.381700902946406406e-01,0.000000000000000000e+00
1.382974210127570214e-01,1.467563276351243839e+00
1.384248690725624620e-01,1.480534037769948297e+00
1.385524345821932957e-01,1.484338231572191136e+00
1.386801176498854427e-01,1.486155968410913353e+00
1.388079183839746322e-01,1.487221074500497231e+00
1.389358368928963472e-01,1.487920837460397383e+00
1.390638732851860737e-01,1.488415728803911486e+00
1.391920276694792735e-01,1.488784242151079296e+00
1.393203001545115505e-01,1.489069313420277929e+00
1.394486908491187060e-01,1.489296407176536663e+00
1.395771998622368226e-01,1.489481582825173289e+00
1.397058273029023745e-01,1.489635469745805851e+00
1.398345732802523667e-01,1.489765383436800539e+00
1.399634379035243348e-01,1.489876523591664448e+00
1.400924212820564563e-01,1.489972687450904054e+00
1.402215235252877168e-01,1.490056712773967673e+00
1.403507447427579657e-01,1.490130762888881133e+00
1.404800850441079441e-01,1.490196515819411482e+00
1.406095445390794507e-01,1.490255293148688986e+00
1.407391233375154815e-01,1.490308149892374034e+00
1.408688215493601736e-01,1.490355938484252407e+00
1.409986392846589998e-01,1.490399355175364038e+00
1.411285766535589070e-01,1.490438974238930347e+00
1.412586337663082614e-01,1.490475273563077296e+00
1.413888107332570698e-01,1.490508654059294225e+00
1.415191076648570634e-01,1.490539454562575417e+00
1.416495246716616974e-01,1.490567963399461959e+00
1.417800618643263733e-01,1.490594427462113680e+00
1.419107193536083833e-01,1.490619059393928358e+00
1.420414972503671602e-01,1.490642043329879707e+00
1.421723956655643051e-01,1.490663539519711867e+00
1.423034147102636149e-01,1.490683688079671443e+00
1.424345544956312770e-01,1.490702612058593557e+00
1.425658151329358969e-01,1.490720419960206655e+00
1.426971967335486924e-01,1.490737207830949096e+00
1.428286994089434103e-01,1.490753060998171176e+00
1.429603232706966043e-01,1.490768055525181879e+00
1.430920684304876067e-01,1.490782259435526669e+00
1.432239350000986955e-01,1.490795733748097263e+00
1.433559230914151772e-01,1.490808533356323684e+00
1.434880328164254149e-01,1.490820707778173881e+00
1.436202642872210222e-01,1.490832301798581616e+00
1.437526176159968638e-01,1.490843356021883670e+00
1.438850929150512215e-01,1.490853907348639096e+00
1.440176902967859052e-01,1.490863989592688066e+00
1.441504098737062534e-01,1.490873983948451498e+00
1.442832517584212992e-01,1.490884253575550655e+00
1.444162160636438541e-01,1.490894849981872605e+00
1.445493029021905906e-01,1.490905824260791990e+00
1.446825123869821816e-01,1.490917228297759189e+00
1.448158446310433278e-01,1.490929115851537423e+00
1.449492997475028688e-01,1.490941543577387174e+00
1.450828778495939775e-01,1.490954572046108151e+00
1.452165790506541043e-01,1.490968266805685394e+00
1.453504034641251441e-01,1.490982699529724398e+00
1.454843512035535746e-01,1.490997949297989233e+00
1.456184223825904844e-01,1.491014104058851153e+00
1.457526171149917948e-01,1.491031262331488083e+00
1.458869355146180102e-01,1.491049535217676025e+00
1.460213776954348841e-01,1.491069048810032882e+00
1.461559437715129195e-01,1.491089947107051117e+00
1.462906338570279796e-01,1.491112395577488092e+00
1.464254480662608437e-01,1.491136585560995931e+00
1.465603865135980122e-01,1.491162739753126409e+00
1.466954493135309567e-01,1.491191119108431939e+00
1.468306365806570646e-01,1.491222031616164401e+00
1.469659484296789997e-01,1.491255843575916007e+00
1.471013849754053693e-01,1.491292994251352422e+00
1.472369463327503902e-01,1.491334015150112879e+00
1.473726326167344169e-01,1.491379555733231888e+00
1.475084439424834692e-01,1.491430418207195130e+00
1.476443804252300374e-01,1.491487605380461323e+00
1.477804421803124713e-01,1.491552387693770410e+00
1.479166293231756746e-01,1.491626399031539707e+00
1.480529419693706883e-01,1.491711776846724735e+00
1.481893802345553013e-01,1.491811372510934541e+00
1.483259442344936896e-01,1.491929076695454270e+00
1.484626340850568049e-01,1.492070340535804895e+00
1.485994499022223470e-01,1.492243045340726493e+00
1.487363918020749021e-01,1.492459026914066289e+00
1.488734599008060544e-01,1.492736911782033715e+00
1.490106543147143858e-01,1.493107803195568906e+00
1.491479751602057813e-01,1.493627829490308034e+00
1.492854225537933177e-01,1.494409650205277496e+00
1.494229966120974307e-01,1.495717579463495817e+00
1.495606974518460808e-01,1.498352209405938495e+00
1.496985251898747538e-01,1.506410551001951204e+00
1.498364799431266270e-01,0.000000000000000000e+00
1.499745618286526805e-01,0.000000000000000000e+00
1.501127709636116692e-01,0.000000000000000000e+00
1.502511074652704282e-01,0.000000000000000000e+00
1.503895714510037895e-01,0.000000000000000000e+00
1.505281630382947489e-01,0.000000000000000000e+00
1.506668823447345762e-01,0.000000000000000000e+00
1.508057294880229826e-01,0.000000000000000000e+00
