Temperatures,+-,Metastables,+-
2.021934023178649795e+02,8.126903801860119358e+01,3.309406859816693125e+14,5.503166498325770312e+13
2.464639958764304311e+02,9.371553516272800266e+01,3.680306059763434375e+14,5.818256138639496875e+13
2.662535015324774577e+02,1.062036383332433331e+02,3.543129693174379375e+14,5.884335509036136719e+13
2.534235683435942121e+02,1.083481157655239855e+02,3.433319185980445625e+14,6.105089605141557812e+13
2.730353138452937287e+02,1.426069712735448434e+02,3.071050539532902500e+14,6.679990312680560938e+13
2.682196410949802612e+02,1.889146488365582286e+02,2.366799998179786562e+14,6.931849594573425781e+13
2.937397328861213168e+02,2.215924127028513624e+02,2.314280733811393438e+14,7.273186340272803125e+13
3.269581651548560330e+02,2.393499690232109458e+02,2.251398843441946250e+14,6.880403306551806250e+13
1.828877196490301174e+02,1.174431995652154086e+02,1.982636148959162500e+14,5.248621840457410938e+13
1.853842630148179467e+02,1.006378423548215864e+02,2.350042447515001875e+14,5.262692864743910156e+13
3.317238472182332316e+02,1.475577084545880950e+02,3.249369644883488750e+14,6.040949050807087500e+13
4.312261225478699203e+02,1.611579712692285398e+02,4.253870786550935625e+14,6.677159935275507031e+13
4.310292223563090488e+02,1.403262143793030532e+02,4.867707060914614375e+14,6.657813062227653125e+13
4.142413454527190311e+02,1.214613695145901175e+02,4.988638473009871875e+14,6.142887946498600781e+13
4.454143198733801796e+02,1.338176140068673021e+02,4.925818477166604375e+14,6.221355305044174219e+13
4.721694971894990545e+02,1.652574078390744887e+02,4.685411781153141250e+14,6.899181085218284375e+13
4.357561061364881994e+02,1.655391900043425437e+02,4.306349175779565625e+14,6.872654529583973438e+13
3.804436912727934441e+02,1.605772218406860361e+02,3.807405926381153750e+14,6.734753091044935938e+13
3.349292078789580955e+02,1.620186620445496430e+02,3.317865611869922500e+14,6.709659362687048438e+13
2.319625622046375497e+02,1.317859165263144803e+02,2.786588240622652500e+14,6.568786258952324219e+13
2.001683721306582697e+02,1.283132623651847553e+02,2.505226968602911250e+14,6.637998710214414844e+13
2.111263533157934091e+02,1.343598536739021938e+02,2.442166637387689375e+14,6.434754043604243750e+13
2.109102485443893045e+02,1.237522956761025199e+02,2.527654673745858438e+14,6.140195077790007812e+13
1.974768836041326949e+02,9.362652794545606127e+01,2.877627727863136250e+14,5.641193509463276562e+13
1.841426412293485555e+02,7.871283370920905043e+01,3.023563336821592500e+14,5.334152965892915625e+13
2.001535609624854999e+02,7.404896130424211265e+01,3.230167363707751250e+14,4.944709886774592188e+13
2.242403674711968051e+02,8.043652595247316128e+01,3.539669886799608750e+14,5.267154207605027344e+13
2.337104490706859394e+02,8.754071083118343211e+01,3.699799294944625000e+14,5.754816237642586719e+13
2.808387564156261078e+02,1.128858765702086231e+02,3.881661941446174375e+14,6.502173453986111719e+13
2.945648814305299084e+02,1.256883539469924074e+02,3.957012550367051875e+14,7.044150908972996875e+13
3.170605499110291134e+02,1.344943225826600042e+02,4.038213802855110625e+14,7.156863033594535938e+13
