Temperatures,+-,Metastables,+-
1.845214599272428302e+02,1.465395254290648381e+02,1.771590727138124688e+14,5.681987164527721094e+13
3.145866983685892251e+02,2.581516570798310681e+02,1.856180590025760938e+14,6.252721012886619531e+13
4.108206833545262953e+02,3.594716915141586355e+02,1.806503043892957188e+14,6.529809044351404688e+13
4.472058112845252822e+02,4.934473252043781599e+02,1.464463270157548125e+14,6.686651468538357031e+13
6.881679153080232254e+02,9.868188063165094945e+02,1.323313217098789219e+14,7.918837630769393750e+13
7.430994745090420111e+02,1.447915808108898091e+03,9.788313531695653125e+13,7.967451677897443750e+13
7.147785495261946380e+02,1.480041074959870457e+03,8.873743171703346875e+13,7.670853001899729688e+13
5.576284576017408057e+01,7.817581555120428050e+01,8.039303010293620312e+13,4.293283521113488281e+13
8.701401252246571971e+01,1.098347633054238059e+02,1.029765259711174219e+14,5.080036347817328906e+13
1.142732419909878274e+02,1.583480258230678146e+02,1.042248488194229844e+14,5.718125673116107031e+13
1.556067940671146914e+02,2.288437864598973874e+02,1.121562614100431562e+14,6.620013117283208594e+13
2.388389981869055703e+02,3.574776694233425474e+02,1.198227390812031250e+14,7.299464454487621875e+13
3.806788162158760542e+02,5.865326553576867354e+02,1.240606210176412969e+14,7.885808588327978125e+13
4.729340154436966372e+02,9.178701106354475314e+02,9.458900042694175000e+13,7.603660879316364062e+13
3.449295833800947548e+02,9.473959965434066817e+02,6.000362893419721094e+13,6.773953894658119531e+13
3.230241386583250573e+02,7.045795022769299294e+02,7.737738647585853125e+13,6.918858940553252344e+13
2.993747405923181191e+02,7.321753549258694420e+02,7.184557776478823438e+13,7.202331923190948438e+13
5.774135747078913994e+01,1.229953726518474184e+02,6.047628004317180469e+13,4.916627314827671094e+13
4.246830642843693937e+01,8.855455905740937794e+01,5.746081389820321875e+13,4.478891237852285156e+13
3.174509038475352440e+01,5.989779231134235715e+01,5.916810349712194531e+13,4.079441013668267969e+13
3.145952000887941935e+01,4.115720031480360319e+01,7.912381214382459375e+13,3.783827418490322656e+13
3.582314500872480778e+01,4.495997343298906657e+01,7.951963532272717188e+13,3.685816343737430469e+13
5.710024286674330796e+01,8.307720594528338154e+01,7.604325856336928125e+13,4.222843779286687500e+13
7.123328510950710779e+01,1.030862559798966345e+02,7.807192709089204688e+13,4.367234181173867188e+13
8.458695420132924880e+01,1.183006897717059047e+02,8.110935829979381250e+13,4.424083053008185938e+13
1.194528198564587882e+02,1.971575869552609390e+02,7.630984396338431250e+13,4.994965802909749219e+13
1.352525278325290401e+02,2.327821602947548172e+02,7.732694248046729688e+13,5.308005625775974219e+13
2.005430579015340982e+02,2.783826152983149314e+02,1.037426128018476875e+14,5.825434985195382031e+13
1.711739858570343245e+02,1.907615005163418402e+02,1.238078592651716719e+14,5.554259173176971094e+13
9.957725831600056665e+01,9.575487016183275557e+01,1.244417227574712031e+14,4.707838172185420312e+13
1.746061974866205162e+02,1.591240344096716512e+02,1.374573758260918594e+14,5.045244160236672656e+13
1.062591758575323553e+02,1.013584083283167274e+02,1.186297098643062969e+14,4.467443800219223438e+13
9.181585364187512255e+01,1.062818133582286748e+02,9.818746055763053125e+13,4.454510093114432812e+13
5.534124479017897829e+04,1.994572844516726327e+05,-4.045413927551957500e+14,3.117552863217421250e+14
1.117084706911082467e+05,8.079365292608623859e+05,-5.418874414808401875e+14,1.986782171346876750e+15
1.251216238015232084e+05,2.225159864375558682e+06,-6.872780384280088750e+14,6.374549614672506000e+15
1.288838388476582477e+05,3.375624546135604847e+06,-7.082337055735600000e+14,9.671784574518138000e+15
1.281757076198196301e+05,3.574157770512501709e+06,-6.859677088027702500e+14,9.976156787382174000e+15
1.257865042419525707e+05,3.028158158254155423e+06,-6.640663350882236250e+14,8.339071399116458000e+15
1.198039266024545504e+05,2.094937549184212694e+06,-5.468225119559508125e+14,4.961374714459517000e+15
8.137441230311318941e+04,3.235601915348135517e+05,-5.205042611602778750e+14,6.925842111973588750e+14
2.768189523860689061e-01,8.280240655276905670e+00,8.964466506984162500e+13,2.737546931326873125e+14
1.942535823528728500e-01,7.554942893175765839e+00,9.407819497529359375e+13,2.946229070075585625e+14
1.910025829403674038e+02,2.103703415348436465e+02,1.443062024324942812e+14,6.419031609919367969e+13
2.388436264191672933e+02,2.030655040324902529e+02,1.917958588654241562e+14,6.640035831515104688e+13
2.580480360684086349e+02,2.151012611628333673e+02,1.915295922283418438e+14,6.516088696368719531e+13
2.773850027692709546e+02,2.214226305024106409e+02,1.789933074743918125e+14,5.845670740048445312e+13
2.992409748037085251e+02,2.391542761007182776e+02,1.687440325329035000e+14,5.528067439927635938e+13
3.091624132508349589e+02,2.932598464568484360e+02,1.391049145077055312e+14,5.408102427993803906e+13
3.711583640757951912e+02,4.764014354544697198e+02,1.196745565367634531e+14,6.324713477295082812e+13
5.666208568985435932e+02,9.100810074831466636e+02,1.160694112542700469e+14,7.750646686936728125e+13
6.598662014547843455e+02,1.118582555058824028e+03,1.292604874793237344e+14,9.141938906397770312e+13
1.789732421313463107e+01,5.465623099495071102e+01,4.018418222733980469e+13,4.236871618837346875e+13
7.727615714096651267e+00,3.346544342522066273e+01,2.851903779409446484e+13,3.600157535298856250e+13
4.864639317189192980e+02,1.382364972808625680e+03,6.981973466680042969e+13,8.221577829710148438e+13
3.758551463291231016e+02,1.902974264853811974e+03,3.653985563499648438e+13,7.613371339974285938e+13
1.276141759253503260e+05,5.717319858934285119e+06,-4.128086037408881875e+14,9.647042723939114000e+15
1.267548865883781691e+05,3.859154711065401789e+06,-5.454995063360583125e+14,8.671231641921888000e+15
1.281777218860804423e+05,3.453888409368836787e+06,-6.483187936954165000e+14,9.111203444504642000e+15
1.247631669472566718e+05,2.361935082208195701e+06,-6.093463214053977500e+14,6.015536577136768000e+15
9.951733504965987231e+04,4.317210948175236699e+05,-6.010642150556170000e+14,1.213675831120006750e+15
1.175259186413050338e+05,1.449080822916035540e+06,-5.672548038384861250e+14,3.612866458516558500e+15
1.739162140958199529e+02,2.848626348375989323e+02,9.096928519132251562e+13,5.998772238008717188e+13
1.454306773120777621e+02,2.043024124652316118e+02,9.863920489751068750e+13,5.541664058954297656e+13
1.265250977618114803e+02,1.542395775560649724e+02,1.077737534742248125e+14,5.224896193492350000e+13
1.113450247589995428e+02,1.214034249535710757e+02,1.140969640141205625e+14,4.920285862227759375e+13
8.856140379720983447e+01,9.792935447137993776e+01,1.167968830465555781e+14,5.052840145641368750e+13
6.657272770024431452e+01,8.300340941013685381e+01,1.062863788977087344e+14,5.104429938500381250e+13
1.807260607384759965e-01,7.781652242436125633e+00,8.554237839073251562e+13,2.808917843654581875e+14
3.582385710701339576e+03,6.556143714507628465e+04,-2.484383821983144922e+13,1.722320975293594375e+14
4.059896622235305585e+03,3.360074474234505760e+04,-5.586736664063830469e+13,1.741038031826527188e+14
1.369264676647768938e+05,8.386568313670433126e+06,-1.940875969521455625e+14,6.140747503198570000e+15
2.873025701502052698e+02,1.464720120802246129e+03,3.034646483739428516e+13,6.326466780102702344e+13
2.996143315545997439e+02,1.225455959513140442e+03,3.856247886288862500e+13,6.457609145402247656e+13
2.043003699312483548e+02,4.015250366112973666e+02,8.239687159157592188e+13,6.555700631559896094e+13
1.334411602184384549e+02,1.948846096474355249e+02,1.117830196247345625e+14,6.507119075060628125e+13
3.938949114806808183e+01,5.779046523721234507e+01,9.085996545471754688e+13,4.954081175975667188e+13
3.092251874260354327e+01,3.696790180887994381e+01,1.034379246328521406e+14,4.514811417522622656e+13
2.902444686061312851e+01,3.554463555975061695e+01,9.492428011873070312e+13,4.220198814841450000e+13
2.612993794359909927e+01,4.548269783534708921e+01,5.899780913990850781e+13,3.688675818956075781e+13
3.010437235492939863e+02,4.947008503054680659e+02,9.557784063552109375e+13,6.433862964291748438e+13
3.760563191826869911e+02,6.748740936906800698e+02,9.008043695073787500e+13,6.660228412536050000e+13
4.205095500964352482e+02,9.350512531656062265e+02,8.431596280836151562e+13,7.744589112103006250e+13
3.798304619002250888e+02,7.687138564054657763e+02,9.560644413666760938e+13,7.973923000498818750e+13
3.118105285689667312e+02,7.929069712975488073e+02,7.650759175073540625e+13,7.988335513610614062e+13
1.175504050761286550e+02,3.242132945466414071e+02,5.804443195774031250e+13,6.350918565465263281e+13
3.559268974872543367e+01,6.224814865862359881e+01,6.617466680567532031e+13,4.268892199582421094e+13
2.874883964557840699e+01,3.306622622672690426e+01,8.661033080043089062e+13,3.611864520732672656e+13
4.010271773701351350e+01,3.724188014471126706e+01,1.085501011850917344e+14,3.755710813305128125e+13
5.040370314712843225e+01,4.307478377554693338e+01,1.216468566149279844e+14,3.937827706993052344e+13
6.429569806641400476e+01,5.726991184900979448e+01,1.273851277093370625e+14,4.364996525241682812e+13
6.743358250330381054e+01,5.794215534449867988e+01,1.321723530583225938e+14,4.381007523547916406e+13
5.687936577021245199e+01,5.620743314207395258e+01,1.076208460177161406e+14,4.055731523448308594e+13
4.287890338148738323e+01,5.928611788861854137e+01,7.227888119259470312e+13,3.737609542184081250e+13
4.664703537595138272e+01,7.309704960443779953e+01,7.145060527312637500e+13,4.213250551485101562e+13
6.878768670695917820e+01,8.771587511100854329e+01,9.666461570973893750e+13,4.754183129170071875e+13
1.289793107380054948e+02,1.601497816560902834e+02,1.142495597010278906e+14,5.648980319016335938e+13
1.883963903393190265e+02,2.205230244224919147e+02,1.254614730262052656e+14,5.930902003495496875e+13
2.011867407796594307e+02,1.817314516774054880e+02,1.518745964748423125e+14,5.554055778867020312e+13
1.952689867568073225e+02,1.701700298542641008e+02,1.616509773924386875e+14,5.698014326637927344e+13
2.193506148832492499e+02,2.076368959467396280e+02,1.668575373884937188e+14,6.413312674597400000e+13
2.233955659809727763e+02,2.166428899487841022e+02,1.810292386459412500e+14,7.133305584082642188e+13
2.419945632809395022e+02,2.445724420330060980e+02,1.862763780763672500e+14,7.668708612944268750e+13
2.511108187372124974e+02,2.565397009195443161e+02,1.818459957362959062e+14,7.575688886795060938e+13
2.607246699042781870e+02,2.678746574602134274e+02,1.750620588304524062e+14,7.342238598114368750e+13
3.141688926068467254e+02,3.622430397621810130e+02,1.558131751876989688e+14,7.370969835593806250e+13
3.183047471788531197e+02,3.861569242071425379e+02,1.378980887555914531e+14,6.865305400287688281e+13
2.576232306522301769e+02,2.964930722954291014e+02,1.224081650449686562e+14,5.744480557776700781e+13
1.750773003832223935e+02,1.933683266612348746e+02,1.139241413544978281e+14,5.071260671549314844e+13
1.645092664499333921e+02,1.876870943740098312e+02,1.126189673311331094e+14,5.160953496868785938e+13
9.355033334635025710e+01,1.013386757895555377e+02,1.036158309147022031e+14,4.403303880471217188e+13
