2.194301965068712434e+03,4.679824568493894375e+14
2.114792751267130825e+03,4.542009447358304375e+14
1.314114740204751342e+03,3.993714019659769375e+14
3.135435200270716791e+02,2.756722295855852500e+14
2.833733353653819904e+02,2.652669993526512188e+14
2.323412408355186187e+02,2.902169033761876250e+14
2.016824901134886261e+02,2.941652170433348750e+14
2.432872306497628472e+02,3.182416717135166875e+14
2.741840593080431745e+02,3.432085484240397500e+14
3.034201799332288942e+02,3.631127322679096250e+14
4.167826733620490813e+02,4.005410309720996875e+14
6.514007508153524668e+02,4.193793230348298750e+14
8.723406344704518460e+02,4.303545154493687500e+14
1.086041839868086072e+03,4.460103862591595625e+14
1.234280643148885474e+03,4.324749050220585000e+14
8.548310642458836810e+02,3.703975602164309375e+14
5.847067890624912252e+02,3.081411641791178750e+14
4.596355881763253137e+02,2.596217483589852188e+14
5.317817867869227939e+02,2.733849511194015000e+14
5.063127962551609471e+02,2.757154171368628125e+14
4.180514944692988593e+02,2.691493436706880312e+14
5.156132852255205989e+02,2.977541338102391250e+14
5.751632503956620894e+02,3.371969561227447500e+14
8.504724008679532972e+02,4.126018313012726250e+14
9.029518389895624750e+02,4.669229369859952500e+14
1.023212276301224392e+03,5.444046512251396250e+14
1.321900498891285906e+03,6.471934652773785000e+14
1.269065222480089687e+03,6.558057728162326250e+14
1.025420152966176602e+03,5.934742832030856250e+14
7.915977100892091585e+02,5.449229345112026875e+14
6.908857039934008526e+02,5.329018078476255625e+14
6.272521306701296453e+02,4.999711376968767500e+14
5.692300665568045588e+02,4.535698411983991250e+14
6.159238390019925191e+02,4.654633112396465000e+14
9.270983189060050336e+02,5.374824194769990000e+14
9.433958102311739822e+02,5.714647013548336250e+14
3.725414333959635087e+02,4.585571422846490625e+14
3.059629092253296108e+02,4.223159129546255625e+14
3.385585041635575863e+02,4.245297701420636875e+14
4.901062618385907967e+02,4.175429141659110625e+14
5.838331143613877430e+02,3.727195469965151250e+14
6.326236068048680181e+02,3.497118398869366250e+14
7.014383718606258071e+02,3.691270656195505000e+14
7.747013637695565649e+02,3.980100053742773750e+14
7.998955515706110191e+02,4.179210120325986250e+14
7.835808813165791662e+02,4.385903819324474375e+14
7.106010528677170441e+02,4.673992853942540625e+14
5.944638237332485460e+02,4.603006712531075000e+14
4.966986547410045318e+02,4.105365113499556875e+14
4.707252490094705877e+02,4.085047491128515000e+14
4.479620133633537762e+02,3.852596076492256875e+14
3.907928010800533798e+02,3.369556699934855625e+14
4.317967273693703305e+02,3.612155054327821875e+14
5.131564597205990594e+02,4.137429516049065625e+14
6.123417947573840365e+02,4.793870080442385625e+14
6.598613237245566552e+02,5.170512464786190000e+14
6.749656298868857220e+02,5.045067007538112500e+14
7.410928150775022232e+02,4.957742537365600000e+14
7.811630812429840489e+02,4.754719059554085000e+14
8.358615632504709083e+02,4.579855872919061875e+14
7.971407728238677919e+02,4.388643706112930000e+14
7.429356148786482663e+02,4.204803473038018125e+14
6.587683430860320186e+02,4.311717000164663125e+14
5.187987379295453820e+02,4.343766582138399375e+14
3.921471103895098054e+02,4.051097764974240000e+14
2.989877603044921557e+02,3.810740015448130625e+14
2.727570236996273820e+02,3.771202705448071875e+14
2.959084891674835944e+02,4.042618769097515000e+14
3.428068436982490539e+02,4.254479548055616875e+14
