Temperatures,+-,Metastables,+-
2.817236745546426278e+02,5.574896853618574966e+01,9.082384702943143750e+14,7.656125690147317188e+13
2.877799614449272099e+02,5.357451544985580938e+01,8.845678178446475000e+14,7.014754315326076562e+13
2.979823600817422289e+02,5.684527982864310047e+01,8.717538917062352500e+14,7.085030838463917188e+13
2.980171367502268254e+02,6.003883851805287009e+01,8.444279684798327500e+14,7.244990252386109375e+13
3.039047199859714965e+02,6.262551159373914089e+01,8.431150159892400000e+14,7.401130018529542188e+13
3.337510076925042313e+02,7.353423152672914398e+01,8.475600509744097500e+14,7.960726187821250000e+13
3.614488977134557217e+02,8.197296852412630130e+01,8.602839421943777500e+14,8.322793708729681250e+13
3.715469047666870210e+02,8.260146136304065578e+01,8.911887369864396250e+14,8.455436394679623438e+13
3.364721428108001078e+02,7.230072416804190993e+01,8.825387221191053750e+14,8.087847937559635938e+13
2.851865291657173884e+02,5.783622500077838424e+01,8.622791766771216250e+14,7.447194476553103125e+13
2.577548177519885826e+02,4.855370854113149903e+01,8.417520340460511250e+14,6.744474429988492188e+13
2.284215875595689624e+02,3.911830351539369843e+01,8.476370971412223750e+14,6.168940627162250000e+13
2.298944060218187815e+02,3.743520516978463064e+01,8.732968399736397500e+14,6.045252767131181250e+13
2.333721385352296807e+02,4.065156779746752846e+01,8.668132006113930000e+14,6.418926032270312500e+13
2.502954030293787469e+02,4.661714369446362127e+01,8.672106682423927500e+14,6.870626739139990625e+13
2.901001223153000410e+02,5.494601674120593771e+01,8.692836167526603750e+14,7.013081429252358594e+13
3.256850884042448229e+02,6.217912302518599432e+01,8.672090244351233750e+14,7.057336139526784375e+13
3.721592265285584062e+02,6.942077096379445322e+01,8.704787079356337500e+14,6.929198723872385156e+13
4.001416625690789601e+02,7.297531986851348051e+01,8.798720911204618750e+14,6.851234181641753125e+13
4.052661447941807182e+02,7.445713997122356886e+01,8.946927675637142500e+14,7.020101580050629688e+13
4.114318878103742350e+02,7.344592511310345628e+01,9.135251761367716250e+14,6.966415183035841406e+13
3.991326937709883396e+02,6.873737576092821655e+01,9.296576410464705000e+14,6.837728101545584375e+13
3.750727335086374410e+02,6.488679197421242861e+01,9.326678019770481250e+14,6.888598642819153125e+13
3.622263959133052822e+02,5.946769720955227001e+01,9.476823213909423750e+14,6.641385380842444531e+13
3.536115323630204443e+02,6.100892290652628702e+01,9.513009845093223750e+14,7.005815323674557812e+13
3.511077280981664899e+02,6.037404449437385523e+01,9.470912572417078750e+14,6.950958768449301562e+13
