Temperatures,+-,Metastables,+-
3.061511876569198876e+02,4.920799290397096115e+01,9.388735294223905000e+14,6.488940376356771094e+13
3.093537358361775205e+02,5.982745233189099565e+01,8.222939730324066250e+14,6.831485348513282031e+13
3.133136753041657698e+02,4.847934172694984056e+01,8.946334907827801250e+14,5.950647854318193750e+13
3.121979560582154249e+02,5.083854770496033382e+01,8.911340073754586250e+14,6.237437578183393750e+13
3.049926880225904142e+02,5.072338135954817773e+01,8.857824358064570000e+14,6.330582163937719531e+13
3.203407517579470323e+02,5.546946103148574991e+01,8.443783479566063750e+14,6.283100098285271875e+13
3.451850092204889506e+02,5.257875203732990599e+01,9.399786686337427500e+14,6.158969252911817969e+13
4.039968827148637729e+02,6.400087030837276814e+01,9.722877926734882500e+14,6.629809126576996094e+13
3.435420866963463027e+02,4.531534112930415148e+01,9.132979078414646250e+14,5.180906390218444531e+13
4.410000453508231431e+02,5.655558152280517703e+01,9.931538404046766250e+14,5.484458983950604688e+13
5.030216645475150017e+02,7.347096459217797815e+01,1.007067219437820125e+15,6.336970186621558594e+13
2.921813840383435945e+02,4.525132969432019792e+01,8.777252875615278750e+14,5.840945130091205469e+13
3.218087656784460933e+02,3.983206973042013743e+01,9.629060849451111250e+14,5.126555101352926562e+13
3.239122012485236723e+02,4.822324248601113084e+01,9.308886456766720000e+14,5.959560513755824219e+13
3.109429620245086880e+02,4.546978280355484969e+01,9.427076100418125000e+14,5.927688867794976562e+13
3.988180258883583633e+02,5.872971465975938088e+01,9.262625742038216250e+14,5.868927911873027344e+13
3.038877594808010940e+02,4.434339462212086858e+01,8.995691041999151250e+14,5.642258496247388281e+13
3.281693264129419276e+02,4.874902422339355468e+01,8.277180480745777500e+14,5.283403699261027344e+13
3.133697510111060751e+02,5.101073924147629413e+01,7.566720271908323750e+14,5.287849347614607031e+13
2.978694551032588151e+02,4.334301445597373004e+01,8.188037781181958750e+14,5.117147551710856250e+13
2.975956674119746026e+02,4.837044012966497775e+01,8.205020462161132500e+14,5.728073637588475781e+13
3.325268668512179602e+02,4.818738985484354487e+01,9.147573096999937500e+14,5.700215006894343750e+13
3.293784843318464368e+02,6.111106146504493353e+01,8.170594526878702500e+14,6.513198648178114844e+13
3.450014480505218444e+02,5.701584381537922042e+01,8.966079877530901250e+14,6.371511945467350000e+13
3.336077384305291957e+02,4.999703203661432127e+01,9.607133942843915000e+14,6.193600762798204688e+13
2.909070530665106276e+02,4.832592104442338155e+01,8.315518337972887500e+14,5.933069667930139844e+13
3.671760009196157739e+02,4.791819983469812883e+01,8.978395545413025000e+14,5.039198627531456250e+13
3.837087670421823873e+02,5.582254183189871810e+01,9.749733405524280000e+14,6.104535295445697656e+13
3.733438650967311219e+02,4.882920898833818768e+01,1.005486755836410000e+15,5.660697278865143750e+13
3.606486899709008185e+02,5.403497995498604922e+01,8.637796412434301250e+14,5.563894289114654688e+13
3.131724394305771852e+02,4.791605907346357185e+01,9.567971005374631250e+14,6.295873112593000781e+13
3.453221164734878812e+02,5.022420066632502511e+01,1.009500953675007375e+15,6.319081822517438281e+13
3.232550381808796942e+02,4.719608905968549095e+01,8.870023239952423750e+14,5.566936895076846875e+13
3.387117284579708780e+02,4.970478333113616287e+01,9.631242302087873750e+14,6.079737573795807812e+13
4.803150840432218160e+02,6.164221257816819843e+01,1.031464811352396500e+15,5.703205446167439844e+13
2.892738537023013805e+02,5.828551795502588107e+01,8.879229113502163750e+14,7.688575280141557812e+13
2.922756505154717388e+02,5.172142153765867079e+01,8.071374977999242500e+14,6.133334741060342188e+13
3.405762767091555361e+02,5.038627139710084180e+01,8.850233287432501250e+14,5.629628250198288281e+13
3.864587868663968493e+02,6.908998921882772493e+01,9.671225468193531250e+14,7.441678794147021875e+13
2.987295920215072442e+02,4.122623669936683655e+01,8.545260135437490000e+14,5.066722959572513281e+13
3.500935636986046688e+02,6.555070856231155574e+01,8.357933811724550000e+14,6.726161982392963281e+13
3.227240894132485209e+02,5.012529808145528420e+01,8.685970444253055000e+14,5.798388780752529688e+13
2.728094921027475266e+02,4.366936549924447064e+01,8.506549430093660000e+14,5.847930486534184375e+13
3.597007539918676002e+02,4.941579856420502637e+01,9.649739454891461250e+14,5.703756156769937500e+13
3.287400044954518421e+02,4.840152345884890650e+01,8.423969591564320000e+14,5.329911499823316406e+13
3.609887858051481544e+02,5.531422808952892467e+01,9.355870812292761250e+14,6.167331890205028125e+13
3.542901048309429370e+02,4.896254168488201941e+01,9.075099602172785000e+14,5.393746990936431250e+13
3.853913555684144399e+02,5.814431929705355628e+01,9.467781554175297500e+14,6.146394617119222656e+13
3.595607063702327650e+02,5.355465360313638712e+01,8.953687265252875000e+14,5.735278764304522656e+13
3.420385690124589928e+02,5.106092547420682592e+01,8.800008959927336250e+14,5.648071251322901562e+13
4.586670619266320728e+02,6.952433933676206834e+01,9.712372984105935000e+14,6.339142429136439062e+13
3.339879332250155812e+02,4.446774672007384765e+01,8.931851463413833750e+14,5.112760041469497656e+13
3.448698257077893459e+02,5.428975819547989801e+01,9.085136851047297500e+14,6.150693308677868750e+13
2.631167264849653407e+02,3.768581852077848993e+01,8.824668262632862500e+14,5.429300839801280469e+13
2.945582170148343266e+02,5.023742761751606167e+01,8.593473121299908750e+14,6.296587553766410156e+13
3.196184077157027446e+02,3.787336506205716091e+01,9.373224595035925000e+14,4.776307746123563281e+13
3.671389968153648624e+02,5.506689713127924080e+01,9.478618526492842500e+14,6.116752881559378906e+13
2.963718798047738687e+02,4.608660184020923367e+01,9.169925578359638750e+14,6.128792231072276562e+13
3.081426944473889193e+02,5.117180632524802064e+01,8.439020186368120000e+14,6.021086393700511719e+13
3.451305639098357005e+02,6.018406981193410843e+01,8.528639936289771250e+14,6.392168301520737500e+13
3.494471017541097808e+02,5.667788702194727790e+01,8.932251643534227500e+14,6.228940885989638281e+13
2.916571484427014980e+02,6.042403949963415499e+01,8.526785417363962500e+14,7.588714683640151562e+13
3.903759692202002043e+02,7.410036748234666959e+01,8.834504188130768750e+14,7.213210238796089062e+13
3.479678835636180452e+02,6.866366802955352000e+01,9.325316791893516250e+14,7.915394140965464062e+13
3.175633473632600499e+02,5.307484346111839812e+01,8.328023052239543750e+14,5.979930506541271875e+13
2.811170526088318979e+02,4.122518926065650646e+01,8.078145887879361250e+14,5.086219508970232812e+13
3.206835667745830278e+02,4.743924127343714048e+01,8.068698078330153750e+14,5.127359056712249219e+13
2.073650036967015922e+02,3.519207592333671641e+01,8.004979176987721250e+14,5.824378214229064844e+13
3.538445844501951569e+02,5.444285762436717846e+01,8.446525872115793750e+14,5.586076012290710156e+13
3.836070399527677068e+02,6.395299012468973388e+01,8.873543929358840000e+14,6.362246613351622656e+13
3.819057187377394484e+02,6.795207644623704368e+01,9.051239418683541250e+14,6.928266390681370312e+13
3.479542689629178653e+02,4.656837410069551453e+01,8.911579897695781250e+14,5.128385155843795312e+13
4.564162227201588280e+02,7.095786254917335611e+01,9.444693546540043750e+14,6.321342331447740625e+13
3.585018693252101798e+02,5.502673357742805393e+01,8.161213127754111250e+14,5.383569029963084375e+13
3.078896608638791008e+02,4.336655211733573623e+01,8.808505072160948750e+14,5.332170565123733594e+13
3.538604811194672948e+02,5.497904028870833315e+01,8.734995624891501250e+14,5.835254316510675781e+13
3.252417934733012999e+02,5.574818676601049106e+01,9.468726193145102500e+14,6.980496802604386719e+13
3.365736360199292676e+02,6.037992254130864467e+01,8.407842671984997500e+14,6.482418157360089062e+13
2.560292631178269858e+02,3.591273130497320665e+01,8.308294992896700000e+14,5.002758596889289062e+13
3.237829035925234962e+02,6.109431074036793774e+01,8.646711742904975000e+14,7.011595102591353906e+13
3.550892908663140020e+02,5.886642211966983496e+01,9.527505881495631250e+14,6.795008027242307812e+13
3.515956394389368143e+02,5.381733027325763175e+01,8.830477829913041250e+14,5.811437472019271094e+13
3.933245562531523660e+02,7.820631592233377205e+01,8.836798546071845000e+14,7.557391782272129688e+13
3.164259361607350911e+02,5.145736940340913890e+01,8.933200189166480000e+14,6.244570828156035938e+13
3.891549953032517237e+02,6.554525862899156152e+01,9.824266735940967500e+14,7.122132549422853125e+13
3.735056040931211214e+02,7.030896512250558317e+01,8.282425988007512500e+14,6.701709739657028125e+13
3.060078074218018855e+02,4.980445007020560411e+01,8.416823102596825000e+14,5.885391019862196094e+13
2.817880957260275068e+02,4.479276484496799782e+01,8.262910303014243750e+14,5.640374847537442969e+13
3.001768970844447040e+02,4.929601210361899177e+01,9.046204721631316250e+14,6.384818922692482812e+13
4.205752502513878426e+02,6.786962093601506751e+01,9.574467008523388750e+14,6.650767819907576562e+13
3.395143598037670358e+02,4.905498043219046878e+01,9.491291279225383750e+14,5.898654502804212500e+13
2.881203923544661052e+02,4.910100395130058359e+01,8.592236180654863750e+14,6.289819421440352344e+13
3.107158791264507158e+02,4.454323961940622212e+01,8.309122172437895000e+14,5.117366623073710156e+13
3.223260774974195328e+02,4.409508570584925735e+01,9.366324373801043750e+14,5.510422364263628906e+13
3.894037635162010247e+02,6.329951411450849008e+01,8.984919019167366250e+14,6.282487455047227344e+13
3.990791177380411909e+02,6.462649984710579076e+01,8.909823167116496250e+14,6.206615227333120312e+13
3.442791769597679945e+02,6.520830917599998600e+01,8.993625349873680000e+14,7.324750087096678125e+13
3.205280730552164528e+02,5.550040160015584689e+01,8.419949775870327500e+14,6.264144796451784375e+13
2.182282078996493908e+02,4.066423526240452446e+01,7.624290547853666250e+14,6.089947831729970312e+13
3.012695856306459063e+02,5.241897414637201535e+01,8.815330521435563750e+14,6.591455017991139062e+13
2.771787417610049147e+02,4.433617713353431355e+01,8.285350622928243750e+14,5.690720583066678906e+13
3.407635809395633828e+02,5.886225296690356856e+01,8.517166986769157500e+14,6.323357235262253125e+13
3.715922648486745175e+02,4.275098858084763975e+01,9.741630658156036250e+14,4.823102460864475781e+13
3.168638009078191544e+02,5.893286326125920027e+01,8.092962058030110000e+14,6.465400675887674219e+13
3.966171508418540270e+02,6.695945157897003241e+01,8.570892282081686250e+14,6.222550188996833594e+13
3.947305136084924584e+02,8.409342747943757956e+01,8.182444794441847500e+14,7.494372924930328125e+13
3.016348393960106478e+02,4.338328201774343995e+01,7.849079497817435000e+14,4.847356689781332031e+13
4.362306701701423322e+02,6.145753054789314263e+01,8.994496861000770000e+14,5.452861721936928125e+13
3.280654943364752967e+02,4.999206298188601494e+01,8.582744522647657500e+14,5.621447518138590625e+13
2.796891905652876744e+02,5.425398607623155556e+01,8.115400318161808750e+14,6.759421870854982812e+13
3.632581548316173325e+02,5.358243949277869689e+01,8.758634114259326250e+14,5.555010825766575781e+13
3.055267735842128900e+02,4.576071929351784462e+01,8.697446188908571250e+14,5.597883292647859375e+13
3.015635317705558691e+02,4.654595618783962863e+01,8.457601458678660000e+14,5.608116887001206250e+13
3.055503612938497326e+02,5.768083561735102904e+01,8.097746293637617500e+14,6.565741896291175000e+13
3.377155918536958552e+02,5.516282521625809920e+01,8.641954576974703750e+14,6.067764057549439062e+13
3.266232774128570213e+02,5.624626883474841321e+01,8.732332757079881250e+14,6.463550698317295312e+13
3.599933961423761275e+02,6.239325861918522520e+01,8.934271426374097500e+14,6.658726804217080469e+13
2.745285070353498327e+02,3.943080663054831092e+01,7.981837511596665000e+14,4.921559549887036719e+13
2.675686889953899481e+02,5.560040178586031345e+01,7.541326455038735000e+14,6.722787366248545312e+13
3.801809920577776438e+02,5.739924045620291793e+01,8.180089331671736250e+14,5.308853858907307812e+13
3.874004790460530785e+02,6.378269256318983338e+01,8.671735123206136250e+14,6.139719910460135938e+13
3.602018870536848567e+02,5.827765179036676813e+01,8.170238187765087500e+14,5.681137684169402344e+13
3.334731429372055800e+02,5.902420866731212357e+01,8.064507359333983750e+14,6.132454877591053906e+13
3.639116002444933997e+02,7.015187040205685776e+01,8.712700754274975000e+14,7.221661954596815625e+13
3.520928376263649398e+02,6.379492445399026934e+01,9.233209996103978750e+14,7.195686985690853125e+13
3.768369896211706305e+02,6.859018095073638221e+01,8.668413980407750000e+14,6.784551114584443750e+13
3.536329384522665578e+02,6.023593470830261509e+01,7.665298339391106250e+14,5.608679220267820312e+13
3.302439318228862817e+02,5.775968989545043542e+01,7.958865258222217500e+14,5.980024287806889844e+13
2.902324115029033464e+02,4.586989520823346567e+01,7.497543682299305000e+14,5.085616558735082031e+13
