Temperatures,+-,Metastables,+-
4.999285534445561098e+03,1.019118944934354658e+04,-2.568718379748802812e+14,1.863432589372823750e+14
2.546804456902201855e+04,3.858616776013769559e+05,-2.555929828140563750e+14,1.659200238423710250e+15
3.245643707645872200e+04,4.494221099349742872e+05,-2.877255964545271875e+14,1.651625628080946750e+15
5.741576967500683168e+03,1.164805912038684983e+04,-3.484046940084757500e+14,2.542566990081380000e+14
2.365865300004940946e+04,1.457267606852096505e+05,-5.281730220356440000e+14,1.391432578385131250e+15
3.543073128307254228e+04,3.405182419649716467e+05,-3.947104123042966875e+14,1.516950363293377250e+15
1.584120844524807836e+01,7.559245350213682002e+01,-5.796545804399778906e+13,4.130671476599928125e+13
1.731289050452537413e+04,6.407360855560735945e+04,-6.766171580992268750e+14,1.042687702707649750e+15
1.561614451935327565e+02,4.436705355529381904e+02,-6.702552688159150781e+13,5.708254208672999219e+13
3.039564464821333240e+04,3.674517327997542452e+05,-3.977153288138713125e+14,2.026362070911612500e+15
2.487402866123443164e+04,3.702969678443870507e+05,-2.331550070311290625e+14,1.487597135575472250e+15
1.034379772878583253e+03,1.118883300402652094e+04,-1.757874302026000195e+13,7.074041832446042188e+13
9.504410357253584962e+00,6.694992453735790150e+01,-4.236702347231471094e+13,3.431802187261150391e+13
7.941223944783540674e+02,1.299935224182394904e+03,-1.438871824979847188e+14,8.610352513640960938e+13
2.281950113278704885e+04,1.956416413803799951e+05,-3.828686109247162500e+14,1.402822151120286500e+15
1.980418807342729633e+04,3.558497314899394987e+05,-1.711478745816184688e+14,1.299232398827265000e+15
3.257627888615288248e+04,5.906737217408663128e+05,-2.405099561279309688e+14,1.805723526382917250e+15
3.536882200344921898e+02,2.175691326835401924e+03,3.544758452436683594e+13,7.376039921234642188e+13
3.754441839093119779e+04,2.480287922413063934e+05,-4.924370287173327500e+14,1.255852666288232000e+15
3.050967129551117614e+04,7.024740263878011610e+05,-2.150378846016007188e+14,2.082688043286924250e+15
8.963783353203433890e+00,7.262526156626002205e+01,-4.630629914179747656e+13,4.177341615657965625e+13
4.386094329942557124e+03,1.864681801535765771e+04,-1.123733557646021094e+14,1.691884562797474062e+14
2.145772559592349353e+03,2.364002402345103292e+03,-2.467206150785725000e+14,9.998760165775339062e+13
1.121479980503321940e+03,7.316953297963459590e+03,-3.223089847372948047e+13,7.849494409164685938e+13
1.434454316889821435e+01,4.566860250291922796e+01,-8.441347947000935938e+13,3.832620386233970312e+13
3.172545591942369356e+04,6.156630509681851836e+05,-2.204986143780411250e+14,1.784868823803253750e+15
3.111756102209257369e+04,7.402388130729369586e+05,-1.684454631712109688e+14,1.680934664812953500e+15
2.232149028490069967e-05,0.000000000000000000e+00,-3.048746981849067969e+13,0.000000000000000000e+00
2.495550559971413895e+04,4.971447647066901554e+05,-2.159097347585859688e+14,1.841683946551899000e+15
2.833470854205051364e+04,3.452583457084305119e+05,-3.531014465862535625e+14,1.832221017216888750e+15
1.410649434421819478e+03,3.631468461470467446e+03,-7.856830174188926562e+13,7.577860109654507812e+13
2.695206319199287464e+04,2.680420142744968180e+05,-4.162427852436476250e+14,1.769625134425434500e+15
1.084306039789224343e+02,4.159952420859007702e+02,-4.015275212136224219e+13,4.308346289047156250e+13
3.940925611450651922e+04,1.857390570000758744e+05,-6.080582852003392500e+14,1.063776282840539750e+15
4.180053968461837030e+03,2.361629029989026822e+04,-7.709025305875442188e+13,1.542397900771966562e+14
3.283726688916119019e+04,4.689416232203734689e+05,-2.829209816729396875e+14,1.668607667292459500e+15
3.550590128186849324e+04,8.112243263079448370e+05,-1.757595737364683750e+14,1.604002844744541250e+15
6.591161402882644325e+03,1.937690197808793528e+04,-2.431736281609924375e+14,2.611068632213678125e+14
7.104244558085959397e+03,2.189841588312282329e+04,-2.649686076213892500e+14,3.003655287155748125e+14
5.204087582596793254e+03,9.419010852205783522e+03,-2.988125566535051250e+14,1.929800414892907812e+14
3.421573902285410441e+04,5.506326003230747301e+05,-2.594122132509769375e+14,1.699433286464445000e+15
9.865175720416073091e+01,4.857362291349124348e+02,3.894416118822698438e+13,5.257079788008314062e+13
2.734261208281064319e+04,3.941946067981006927e+05,-3.038473076499775000e+14,1.871014593008290250e+15
3.065796535576451788e+04,2.728177056413972168e+05,-5.383444649022209375e+14,2.015537397291624750e+15
3.788357558847842301e+04,2.318280742338607379e+05,-5.224321368022102500e+14,1.226246384217048250e+15
2.820413234488162198e+04,3.222780588701676461e+05,-3.795348319829474375e+14,1.847675077349247750e+15
1.683243252273996404e+04,1.728442705766287690e+05,-2.165350746362199688e+14,9.201170637182721250e+14
2.490223994926551677e+04,2.612716713973890000e+05,-3.418991681668606875e+14,1.535138480630710250e+15
7.616047941934904486e+01,4.460762524143386827e+02,-3.274329491066592578e+13,4.950617463900542188e+13
5.881384879353601036e+02,4.346815122490153044e+03,2.898583634443073438e+13,7.646334593289432812e+13
2.189166089530138925e+04,3.813287311839388567e+05,-1.949419299200364688e+14,1.447328000946354250e+15
3.065500089159221170e+04,2.825128008477300755e+05,-4.384699591099128125e+14,1.700136359729919000e+15
3.737261739757980104e+04,2.822369646060281666e+05,-4.718986067748501875e+14,1.380134006130717250e+15
1.131387966429309709e-04,1.766188300528611421e+01,-7.785411870830767188e+13,3.796057576713228125e+13
2.524697298225566556e+04,2.813589364154607174e+05,-3.597515166744076875e+14,1.716717600168836500e+15
6.909868708027123603e+02,7.607805183735109722e+02,-1.814807934806213750e+14,7.227489223028946875e+13
2.143737203527582096e+03,7.932422035212223818e+03,-6.854934850606913281e+13,9.331276843166487500e+13
3.459054965022014949e+04,1.848859011295113305e+05,-6.077113090210437500e+14,1.314233995228424250e+15
4.177151722893748956e+04,2.858772761784901959e+05,-3.894509373739771250e+14,9.339129068278818750e+14
5.575296828002399963e+01,4.272683288274953952e+02,-2.612540840381166406e+13,4.760958765370934375e+13
2.906469466428797023e+04,4.291930457789422944e+05,-2.700377277454890938e+14,1.694105277832533750e+15
4.457247994133969087e+02,1.323585040629774630e+04,6.723005926020847656e+12,6.931240398125782031e+13
3.833913729312807828e+00,6.173635150381510783e+01,-3.735713153659863281e+13,3.918895012098114062e+13
3.211148188680415115e+04,5.586342364248327212e+05,-2.221118876190381875e+14,1.607003478759241750e+15
7.179060017077400744e+02,1.076706302164441513e+04,-1.461763702995700391e+13,7.950169953777276562e+13
5.005190255393729603e+04,2.961436271275167237e+05,-3.067919587133498125e+14,4.717055836355664375e+14
3.140352563686789290e+04,2.429867361896697257e+05,-4.985806697634996875e+14,1.614143197247591250e+15
3.830215108493793196e+03,5.144855771955993987e+03,-3.330000754985140000e+14,1.586729161554531562e+14
1.577551647610840178e+02,1.311135891829969523e+03,-2.567160098091588672e+13,6.413160230708828125e+13
8.259796568248741551e+02,1.708497731335595063e+03,-1.275484867654215312e+14,9.686430562666168750e+13
3.189154631600008724e+04,2.811774761388589395e+05,-4.829093149624184375e+14,1.774204302703579250e+15
8.470161334090039418e+01,5.347151732163084716e+02,-2.687019281796543359e+13,4.491921087743150000e+13
3.141427693061067839e+04,5.358259752344334265e+05,-2.313550514519556875e+14,1.650948567543987750e+15
2.669586141149459380e+01,1.111257386117910073e+02,6.522162306217669531e+13,5.056568512201642969e+13
2.736943646212920066e+04,8.796050190869257785e+05,-1.501501575665877812e+14,2.060943520160042500e+15
1.461263278826174610e+04,2.625614770674725878e+05,-9.687026870905589062e+13,7.084110411239221250e+14
1.706169049086798850e+03,2.156626459330974103e+04,-2.278299718678501953e+13,1.074193588052664062e+14
2.491407780796617798e-06,0.000000000000000000e+00,-6.137868106512046094e+13,0.000000000000000000e+00
3.274111352489465935e+04,3.181925071981648798e+05,-3.135186059542869375e+14,1.259568681428940500e+15
1.359836559353926408e-06,1.208649729634156289e+00,-3.480656358655911719e+13,3.249814257564139062e+13
