Temperatures,+-,Metastables,+-
3.208429975836151016e+02,3.222772619953844497e+01,1.255259386289358250e+15,5.392211655203025781e+13
3.469409505454416944e+02,3.845772030571531275e+01,1.264030016697429250e+15,5.995008012239291406e+13
2.948469819944003802e+02,3.902939908448593798e+01,1.220306500239650250e+15,6.902630631706329688e+13
2.512021860548293546e+02,2.465742197973404615e+01,1.179829476769077250e+15,4.941363150535003125e+13
2.910524793720356342e+02,3.034433889667330320e+01,1.257904438794409000e+15,5.605115794235463281e+13
3.179461788098025750e+02,3.984278251960046902e+01,1.173469205146072250e+15,6.283652803068221094e+13
3.915721517289147755e+02,5.257648021825855267e+01,1.253161376006110250e+15,7.203767737132593750e+13
3.711769866238859663e+02,3.742895724886345477e+01,1.260055517636054750e+15,5.438439834511943750e+13
3.171562764603127675e+02,3.585902199543242830e+01,1.180148754328980000e+15,5.702124056236802344e+13
3.081233375911372718e+02,3.735264264081125418e+01,1.189557141949393500e+15,6.162081586104507031e+13
3.494760043864980616e+02,3.307457262034601086e+01,1.218488617880418750e+15,4.932497307114178125e+13
3.082847443550401181e+02,3.772516611111097262e+01,1.184678731106175750e+15,6.194648939124930469e+13
4.173260021108621345e+02,4.484875423796795246e+01,1.282605667327566500e+15,5.904443928484023438e+13
2.836228461153128819e+02,3.144395581610136148e+01,1.199151946090016750e+15,5.678057496057959375e+13
3.334874104040330280e+02,4.402514831572493392e+01,1.197060230716872500e+15,6.756371561130800781e+13
3.206829646793101460e+02,3.318711024654845687e+01,1.178316731827968750e+15,5.211578335630739844e+13
3.348379768682457893e+02,3.318791059657468168e+01,1.263261954668674250e+15,5.356176134613953125e+13
3.401733103815486743e+02,3.457297390385537028e+01,1.285803168412445250e+15,5.592014089425108594e+13
3.038513092965104647e+02,4.063927318814637601e+01,1.140915087259029250e+15,6.516702513111928125e+13
3.717103167121487672e+02,4.717702126537202645e+01,1.249153677148963000e+15,6.785159508177557031e+13
2.840312470769583797e+02,3.735001544240957827e+01,1.106012771654826250e+15,6.206613617370734375e+13
3.174426707953086861e+02,4.050702419330446702e+01,1.135089781447265750e+15,6.187349467688007812e+13
3.472892212399270306e+02,4.560314133133550030e+01,1.262333532640909500e+15,7.092245025656367188e+13
3.288093075074339708e+02,3.672855303851244457e+01,1.244457749002461500e+15,5.944498676144756250e+13
3.506882657528095137e+02,4.586046538396917072e+01,1.177274282366982000e+15,6.582863916805554688e+13
4.366909251159984819e+02,5.467659510925047783e+01,1.278823294840897750e+15,6.860127925422171875e+13
2.781637105017650242e+02,3.293472485166217467e+01,1.179056787606012000e+15,5.960908886537039844e+13
3.084140613530064456e+02,3.291371508209010699e+01,1.160962647977582250e+15,5.292753714219182031e+13
3.283205837573269719e+02,3.946167534745740824e+01,1.283523720855503500e+15,6.600190310016928125e+13
2.860711629570807304e+02,3.045936621065667183e+01,1.210458738486553500e+15,5.505499331314574219e+13
2.844969509173777737e+02,2.904006839666809014e+01,1.209062319664896250e+15,5.271714283212008594e+13
2.836341224216556043e+02,2.833166823281161939e+01,1.184199062234513250e+15,5.051416787544178125e+13
3.120360295740729271e+02,3.422615728705015670e+01,1.249837001884763500e+15,5.861329453292744531e+13
3.302023315353080761e+02,3.755760822098022800e+01,1.221491377598782250e+15,5.940787920752270312e+13
2.748007538053139456e+02,3.155463087600373484e+01,1.182590597756492500e+15,5.797683908785950781e+13
4.162753264986658337e+02,4.499244704090389035e+01,1.288857774989526250e+15,5.967447622363112500e+13
2.699294191882348173e+02,3.762774012555073000e+01,1.154182766907384500e+15,6.866612691018882812e+13
4.019439135181881397e+02,4.518128556934800599e+01,1.286727541279406500e+15,6.194794738557357031e+13
