388,396,447,492,501,587,667,706,728
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.141696807848954050e-06,5.569407575093371894e-09,1.098818017204067464e-07,3.145399514803426737e-08,2.593968775673780454e-08,3.870024074759525215e-06,1.181222779524851850e-06,5.852548482542547917e-05,3.005117372099012806e-06
6.354496270593134100e-06,6.504715382045476980e-09,1.143020161273084219e-07,3.177730802381419186e-08,2.700793550347239866e-08,2.779036580498342216e-06,8.488405940474448633e-07,4.017274280812867384e-05,2.075360417746221998e-06
6.348641571100045395e-06,9.132313887198017939e-09,1.521327696915446301e-07,4.166495085471527153e-08,3.592208660775824621e-08,2.863569319523838397e-06,8.753350423153519177e-07,3.961946231972115633e-05,2.059728882250247734e-06
9.309923192207349285e-06,1.907499584099775691e-08,3.049875723436149163e-07,8.250710291004127808e-08,7.187831717319334482e-08,4.383089717823924493e-06,1.341416070190340627e-06,5.696957835266158889e-05,2.990452449051975831e-06
1.072681519594682836e-05,2.956180685238177302e-08,4.607384420957033358e-07,1.236448870929512318e-07,1.082654229815977951e-07,5.287091947577493795e-06,1.620497707771669282e-06,6.409965868992939346e-05,3.404670222425164341e-06
1.209468736915590725e-05,4.304577657868373301e-08,6.596121582785445163e-07,1.760402960230307416e-07,1.544011558633392187e-07,6.251837505865793886e-06,1.919749722325655970e-06,7.025182790603011105e-05,3.785152185160128053e-06
1.320465711973898622e-05,5.869799885846502663e-08,8.890271633439479385e-07,2.363416717984493450e-07,2.071390540267748671e-07,7.157086762608093099e-06,2.202684540102798810e-06,7.419513771223642054e-05,4.066058125820944706e-06
1.414337680237543412e-05,7.648757682331410591e-08,1.148855957295081427e-06,3.045411612540328857e-07,2.662469141789687121e-07,8.026920061923484444e-06,2.477091505551188864e-06,7.646589051097021493e-05,4.275374560659842701e-06
1.493793952299624432e-05,9.625970936726359244e-08,1.436989400213642302e-06,3.800950387527089683e-07,3.310145042650461686e-07,8.856540499032747443e-06,2.741967659337035534e-06,7.723451657342056756e-05,4.421909860587890572e-06
1.560894473466480697e-05,1.178878617701986567e-07,1.751701364768115702e-06,4.625576936770158885e-07,4.008085705179592720e-07,9.638579745308468259e-06,2.995584618032758639e-06,7.662141192025140497e-05,4.512102943398673579e-06
1.616937251661593650e-05,1.412537184735525212e-07,2.091355858648751604e-06,5.515047323810570891e-07,4.750048638582350805e-07,1.036201606828873184e-05,3.235152152927525250e-06,7.469370991184882730e-05,4.549758395284149060e-06
1.662726385664276777e-05,1.662476723809727835e-07,2.454422602563345301e-06,6.465378499518461247e-07,5.529920748416993759e-07,1.101327339126513127e-05,3.457153549064763365e-06,7.148270505706036046e-05,4.536934250460924910e-06
1.698719407340747934e-05,1.927679436907558460e-07,2.839469005072582033e-06,7.472831719058817990e-07,6.341702032524839139e-07,1.157679080143825807e-05,3.657518922230140497e-06,6.699367016638351521e-05,4.474436351580429467e-06
1.725118628239049839e-05,2.207193950836818618e-07,3.245145978693151399e-06,8.533878192145873501e-07,7.179475448881058177e-07,1.203536155347904094e-05,3.831727838990072737e-06,6.121208974808950356e-05,4.362128768418631935e-06
