Temperatures,+-
-inf,-inf
2.258976868054311249e-01,-4.477090918206023673e-01
2.262745285148493879e-01,-4.490189452383475111e-01
2.266501208601407191e-01,-4.502986883228736747e-01
2.270251668889793906e-01,-4.515534948329635312e-01
2.274001937761984393e-01,-4.527875318022230311e-01
2.277755553978569603e-01,-4.540043269632106360e-01
2.281516108570272594e-01,-4.552068896699461020e-01
2.285284673356727803e-01,-4.563977408366255983e-01
2.289062731226639558e-01,-4.575789196197646014e-01
2.292850445395756831e-01,-4.587522849241064127e-01
2.296647357099596276e-01,-4.599193106935283715e-01
2.300452667963975573e-01,-4.610811774752926473e-01
2.304264639527954794e-01,-4.622389648239872972e-01
2.308081627546933190e-01,-4.633935379295957002e-01
2.311901510635693824e-01,-4.645455394133535254e-01
2.315721778466104941e-01,-4.656956102244792506e-01
2.319540032552870057e-01,-4.668441853760783578e-01
2.323353292637803935e-01,-4.679916017470078238e-01
2.327158478554182397e-01,-4.691381858692302842e-01
2.330953155084488360e-01,-4.702840930966477595e-01
2.334733922191190303e-01,-4.714294615575330138e-01
2.338497971904892614e-01,-4.725744290385987534e-01
2.342242432301548383e-01,-4.737190130861810844e-01
2.345964576863008855e-01,-4.748632488985672917e-01
2.349661400911602083e-01,-4.760070363551905381e-01
2.353330183161526923e-01,-4.771503718603287703e-01
2.356968702240039015e-01,-4.782932122333649616e-01
2.360574240819265646e-01,-4.794353670531255607e-01
2.364144584156221141e-01,-4.805768383046223335e-01
2.367677651298422392e-01,-4.817173975754486248e-01
2.371171374471588156e-01,-4.828569406850535262e-01
2.374623913616480675e-01,-4.839953749705560582e-01
2.378033705485014804e-01,-4.851324693375537178e-01
2.381399089086858600e-01,-4.862680751332999485e-01
2.384718618935957879e-01,-4.874020255759024534e-01
2.387994917533695916e-01,-4.885348307003935520e-01
2.391234612886611599e-01,-4.896679455895889266e-01
2.394444132249924639e-01,-4.908025286713977309e-01
2.397628497396343539e-01,-4.919397200798792391e-01
2.400792063629703654e-01,-4.930803118282385822e-01
2.403938300598371380e-01,-4.942251345459313105e-01
2.407069606217462632e-01,-4.953747568750703767e-01
2.410188652548221344e-01,-4.965297241836088005e-01
2.413296855327063395e-01,-4.976903658976471467e-01
2.416395237740605328e-01,-4.988569782631422367e-01
2.419484973036593600e-01,-5.000297639763205959e-01
