Angular field frequency / N (m3/s)         0.000    
Gas temperature (K)                        300.0    
Ionization degree                          0.000    
Electron density (1/m3)                   0.1000E+19
Longitudinal diffusion                     1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    100.0    
Mole fraction He                           1.000    


E/N (Td)    	Electric field / N (Td)                                         
0.4492E-01	0.5690E+24
0.4759E-01	0.5676E+24
0.5042E-01	0.5663E+24
0.5342E-01	0.5653E+24
0.5660E-01	0.5646E+24
0.5996E-01	0.5639E+24
0.6353E-01	0.5637E+24
0.6731E-01	0.5638E+24
0.7131E-01	0.5643E+24
0.7555E-01	0.5650E+24
0.8005E-01	0.5660E+24
0.8481E-01	0.5674E+24
0.8985E-01	0.5689E+24
0.9519E-01	0.5710E+24
0.1009	0.5734E+24
0.1069	0.5770E+24
0.1132	0.5793E+24
0.1199	0.5837E+24
0.1271	0.5875E+24
0.1346	0.5918E+24
0.1426	0.5964E+24
0.1511	0.6014E+24
0.1601	0.6068E+24
0.1696	0.6126E+24
0.1797	0.6188E+24
0.1904	0.6254E+24
0.2018	0.6323E+24
0.2138	0.6397E+24
0.2265	0.6475E+24
0.2399	0.6558E+24
0.2542	0.6644E+24
0.2693	0.6736E+24
0.2853	0.6831E+24
0.3023	0.6931E+24
0.3203	0.7039E+24
0.3394	0.7149E+24
0.3595	0.7260E+24
0.3809	0.7380E+24
0.4036	0.7505E+24
0.4276	0.7635E+24
0.4530	0.7771E+24
0.4800	0.7912E+24
0.5085	0.8059E+24
0.5388	0.8212E+24
0.5708	0.8371E+24
0.6048	0.8536E+24
0.6407	0.8708E+24
0.6788	0.8886E+24
0.7192	0.9071E+24
0.7620	0.9263E+24
0.8073	0.9462E+24
0.8553	0.9669E+24
0.9062	0.9885E+24
0.9601	0.1011E+25
1.017	0.1034E+25
1.078	0.1058E+25
1.142	0.1084E+25
1.210	0.1110E+25
1.282	0.1138E+25
1.358	0.1167E+25
1.439	0.1197E+25
1.524	0.1229E+25
1.615	0.1262E+25
1.711	0.1298E+25
1.813	0.1335E+25
1.921	0.1375E+25
2.035	0.1418E+25
2.156	0.1464E+25
2.284	0.1513E+25
2.420	0.1567E+25
2.564	0.1625E+25
2.716	0.1688E+25
2.878	0.1758E+25
3.049	0.1834E+25
3.230	0.1917E+25
3.423	0.2011E+25
3.626	0.2118E+25
3.842	0.2237E+25
4.070	0.2373E+25
4.312	0.2529E+25
4.569	0.2713E+25
4.841	0.2931E+25
5.129	0.3194E+25
5.434	0.3515E+25
5.757	0.3904E+25
6.099	0.4367E+25
6.462	0.4898E+25
6.847	0.5480E+25
7.254	0.6083E+25
7.685	0.6687E+25
8.142	0.7262E+25
8.627	0.7791E+25
9.140	0.8265E+25
