Temperatures,410->211/402->201
1.000000000000000056e-01,3.056712446584643139e+00
1.000921550516793018e-01,3.968778544390284324e+00
1.001843950288941049e-01,3.969807635403322266e+00
1.002767200099075884e-01,3.970152604772506866e+00
1.003691300730550212e-01,3.970326292952433889e+00
1.004616252967439199e-01,3.970431454432731933e+00
1.005542057594540073e-01,3.970502367750103900e+00
1.006468715397373370e-01,3.970553731203879000e+00
1.007396227162183910e-01,3.970592897121721698e+00
1.008324593675940517e-01,3.970623951995363665e+00
1.009253815726337683e-01,3.970649349091049274e+00
1.010183894101795710e-01,3.970670650731999540e+00
1.011114829591461262e-01,3.970688899513654224e+00
1.012046622985208338e-01,3.970704818222877464e+00
1.012979275073638968e-01,3.970718924095709479e+00
1.013912786648083764e-01,3.970731597383418521e+00
1.014847158500602337e-01,3.970743124214555220e+00
1.015782391423984549e-01,3.970753724336047785e+00
1.016718486211750649e-01,3.970763569613430022e+00
1.017655443658152109e-01,3.970772796694796103e+00
1.018593264558172451e-01,3.970781515881484758e+00
1.019531949707527946e-01,3.970789817470302019e+00
1.020471499902668028e-01,3.970797776372320786e+00
1.021411915940775850e-01,3.970805455533322537e+00
1.022353198619769671e-01,3.970812908506086814e+00
1.023295348738302718e-01,3.970820181412686445e+00
1.024238367095764435e-01,3.970827314461821356e+00
1.025182254492280759e-01,3.970834343137415345e+00
1.026127011728715233e-01,3.970841299141578684e+00
1.027072639606669141e-01,3.970848211152287366e+00
1.028019138928482623e-01,3.970855105440153743e+00
1.028966510497235365e-01,3.970862006377347875e+00
1.029914755116746738e-01,3.970868936863687360e+00
1.030863873591577329e-01,3.970875918689019013e+00
1.031813866727028933e-01,3.970882972846725423e+00
1.032764735329145533e-01,3.970890119810095431e+00
1.033716480204713711e-01,3.970897379780959024e+00
1.034669102161263898e-01,3.970904772918268044e+00
1.035622602007070375e-01,3.970912319553124181e+00
1.036576980551152244e-01,3.970920040395818695e+00
1.037532238603274953e-01,3.970927956739857656e+00
1.038488376973949190e-01,3.970936090667606777e+00
1.039445396474433098e-01,3.970944465261958989e+00
1.040403297916732278e-01,3.970953104828460312e+00
1.041362082113600623e-01,3.970962035132480583e+00
1.042321749878541148e-01,3.970971283656337114e+00
1.043282302025806269e-01,3.970980879881794046e+00
1.044243739370399188e-01,3.970990855604041858e+00
1.045206062728073898e-01,3.971001245284217163e+00
1.046169272915336151e-01,3.971012086448716172e+00
1.047133370749444292e-01,3.971023420145059823e+00
1.048098357048409673e-01,3.971035291466070483e+00
1.049064232630997628e-01,3.971047750156529332e+00
1.050030998316727887e-01,3.971060851319692109e+00
1.050998654925875270e-01,3.971074656244971468e+00
1.051967203279471075e-01,3.971089233383191974e+00
1.052936644199302524e-01,3.971104659502511236e+00
1.053906978507914843e-01,3.971121021066453594e+00
1.054878207028610571e-01,3.971138415886691142e+00
1.055850330585451496e-01,3.971156955117777887e+00
1.056823350003258666e-01,3.971176765680250575e+00
1.057797266107613071e-01,3.971197993224420131e+00
1.058772079724856763e-01,3.971220805781870311e+00
1.059747791682093265e-01,3.971245398299195095e+00
1.060724402807188271e-01,3.971271998313842033e+00
1.061701913928770197e-01,3.971300873123231323e+00
1.062680325876231430e-01,3.971332338927215044e+00
1.063659639479728469e-01,3.971366772608802886e+00
1.064639855570182897e-01,3.971404627086867922e+00
1.065620974979282071e-01,3.971446451572345548e+00
1.066602998539479680e-01,3.971492918658486193e+00
1.067585927083996716e-01,3.971544861096024448e+00
1.068569761446822031e-01,3.971603322549323689e+00
1.069554502462712747e-01,3.971669628954826337e+00
1.070540150967195514e-01,3.971745490946726242e+00
1.071526707796567057e-01,3.971833154365265628e+00
1.072514173787894598e-01,3.971935627417392478e+00
