Temperatures,+-,Metastables,+-
1.159113588685553696e+05,6.010627937616868876e+05,-1.260929292934297750e+15,3.350108606030035500e+15
1.168456411210946389e+05,6.582527233151739929e+05,-1.299526840412616750e+15,3.760098970334704000e+15
1.111815591444683087e+05,3.972918156695434009e+05,-1.509351462741953000e+15,2.711592298958233500e+15
1.154411933427957847e+05,5.510833409426248400e+05,-1.514323452424390750e+15,3.698304995007059000e+15
1.143406505914590089e+05,5.236683725054697134e+05,-1.529421357979270250e+15,3.569671382359881500e+15
1.114433872749684379e+05,4.287089276352117304e+05,-1.500011852266394750e+15,2.905805662098436500e+15
1.176267117932661640e+05,7.709711992076967144e+05,-1.314949133289984750e+15,4.437963482352783500e+15
1.141686434105944209e+05,5.730680187458484434e+05,-1.350812343690400250e+15,3.453073222232411500e+15
1.128042914943791548e+05,5.435804944546349579e+05,-1.305116606153796250e+15,3.185321354779410500e+15
1.148975156997936429e+05,6.802731004586053314e+05,-1.233568525933585500e+15,3.729348565361905000e+15
1.165668580210250948e+05,7.282858963110942859e+05,-1.245650785150870750e+15,3.995504585518483000e+15
1.158794404613040242e+05,6.844423176000842359e+05,-1.265725579555358000e+15,3.831990281746954500e+15
1.154919210326766479e+05,5.764908325836396543e+05,-1.378756886984404750e+15,3.521432881144441500e+15
1.202010223509949428e+05,8.030569074457384413e+05,-1.342014490726862250e+15,4.643637635328479000e+15
1.210334302418159205e+05,8.373075936454967596e+05,-1.384387674317225750e+15,4.967544316113401000e+15
1.243075183044125588e+05,1.053830486621858086e+06,-1.464931798239727000e+15,6.467718486736871000e+15
1.259635536314735218e+05,1.160063749640251743e+06,-1.516239864399884500e+15,7.279859399027076000e+15
1.261469266990212054e+05,1.189205961566959275e+06,-1.514644522242716500e+15,7.445066661051442000e+15
1.275259614409702044e+05,1.481007641235651914e+06,-1.403796781313372500e+15,8.502880957008542000e+15
1.270359175434206991e+05,1.386079836883954005e+06,-1.431028154115397000e+15,8.139729216600332000e+15
1.254894867272440897e+05,1.286280546074168291e+06,-1.392558980363313000e+15,7.439684567911284000e+15
1.242848168004767067e+05,1.229637484591860790e+06,-1.335263634038017750e+15,6.879779007274907000e+15
1.210877709478566976e+05,8.444219813017325941e+05,-1.420102610463596750e+15,5.138215282944744000e+15
1.203943070297157828e+05,8.263349809149226639e+05,-1.468288268392568000e+15,5.221393275997138000e+15
1.187878328766162304e+05,6.693120874039629707e+05,-1.512670814158675250e+15,4.401444148318688000e+15
1.138440979949123139e+05,4.422620554971495294e+05,-1.492843903653535000e+15,2.949894370094690000e+15
1.141420229207287193e+05,4.410702263568402268e+05,-1.472956116525809750e+15,2.898476085908296000e+15
1.166564419244058663e+05,4.877157609735653969e+05,-1.469795559517286500e+15,3.157051399035284000e+15
1.186561482107224874e+05,5.911255021832961356e+05,-1.365447960752164250e+15,3.511709880925914500e+15
1.218597451317179075e+05,8.199544124363883166e+05,-1.343293583328025500e+15,4.694771672611904000e+15
1.216978353678943531e+05,8.262110094728261465e+05,-1.330491440472423000e+15,4.691705114262507000e+15
1.230459796906341071e+05,1.054247016244876198e+06,-1.334135437138349750e+15,5.946435331182867000e+15
1.244262225899305631e+05,1.404361041988171404e+06,-1.257873600542205000e+15,7.395603021388466000e+15
1.236970523557377746e+05,1.318932325346919475e+06,-1.245804615854481500e+15,6.915014560388182000e+15
1.246461574414184724e+05,1.323560511855000397e+06,-1.308050820133624500e+15,7.232794273649884000e+15
1.236172313295511267e+05,1.090887492942275945e+06,-1.347988480448033250e+15,6.190194037837996000e+15
1.199658330159302277e+05,7.627809708684633952e+05,-1.425513415544994500e+15,4.692291475136817000e+15
1.204578980571059074e+05,9.446868970155618154e+05,-1.253463940987440750e+15,5.094389000177246000e+15
1.185635154401057080e+05,8.651159465233096853e+05,-1.212789029941643500e+15,4.565067528993296000e+15
1.180937609539908881e+05,7.769828378267412772e+05,-1.336141389796202500e+15,4.532113604617063000e+15
1.202488627252848091e+05,9.817811116165922722e+05,-1.340434440510760000e+15,5.670799642166941000e+15
1.191542390055069845e+05,8.848096730524842860e+05,-1.365207131457081750e+15,5.239380225995093000e+15
1.213588487629459414e+05,1.124609059293994680e+06,-1.323490304735267750e+15,6.362627826888872000e+15
1.228216272313043155e+05,1.309429838194285985e+06,-1.290891362362356500e+15,7.156509581459303000e+15
1.212693365707526827e+05,1.057353784704778111e+06,-1.331982562675629250e+15,6.022624668460045000e+15
1.230059708029113681e+05,1.328962074263498653e+06,-1.185828667237432000e+15,6.663499101170578000e+15
1.223627069783595798e+05,1.193931323905799771e+06,-1.136764918536450250e+15,5.761517793612984000e+15
1.186362070514914813e+05,7.354678249477302888e+05,-1.224210143779337750e+15,3.917671737267961500e+15
1.186934382047648251e+05,6.549324515371932648e+05,-1.275576604561797250e+15,3.633815010119765500e+15
1.143418476243056211e+05,4.286345155868285219e+05,-1.406886722189316000e+15,2.687686954157185500e+15
1.115575429620585346e+05,3.854197223210148513e+05,-1.450778683828998250e+15,2.524496997141954500e+15
1.124598998407250183e+05,4.185511775020057103e+05,-1.509996330444046500e+15,2.842249167383322500e+15
1.106896925616946537e+05,3.815866897130454890e+05,-1.567152233189238000e+15,2.709526216769474000e+15
1.064285988449920260e+05,2.939156989110863651e+05,-1.632002054143680000e+15,2.203198789389747250e+15
1.073995281843775156e+05,2.806458419787669554e+05,-1.701344669862457000e+15,2.187649319514068750e+15
1.079072989596191474e+05,2.640288087052677292e+05,-1.810402597864893500e+15,2.186914358194853750e+15
9.913741651579737663e+04,1.483236324876095459e+05,-1.978651270455674250e+15,1.355454873982303500e+15
1.071447247169769398e+05,2.263627616408631438e+05,-1.766682959382746750e+15,1.833581921177741000e+15
1.199492534328373440e+05,6.124336040029611904e+05,-1.578735146209037250e+15,4.174461460445337500e+15
1.211912351819756150e+05,6.943464870879799128e+05,-1.583534633205596500e+15,4.707146408442927000e+15
1.248044673262848373e+05,1.243650598061917117e+06,-1.407718787354264750e+15,7.308175514723219000e+15
1.245319307043856679e+05,1.216999022087991703e+06,-1.426907632724654500e+15,7.263443359670444000e+15
1.204645327380470117e+05,6.930026713699994143e+05,-1.602669102309660500e+15,4.777063879810912000e+15
1.213004389822015655e+05,7.808614547121149953e+05,-1.599745851220328750e+15,5.343971635039823000e+15
1.211885455832372827e+05,7.218946468834966654e+05,-1.733689568970795500e+15,5.357600708320555000e+15
1.209324230554297828e+05,6.572004803567469353e+05,-1.907054089354479000e+15,5.374932261613586000e+15
1.234376278646863648e+05,9.094028001253627008e+05,-1.868716199614017750e+15,7.165696178727194000e+15
1.239803107451669057e+05,9.371147263564526802e+05,-1.844414455311945250e+15,7.258507047477359000e+15
1.230984756543437834e+05,8.759592877495191060e+05,-1.794148028924717500e+15,6.641257913788046000e+15
1.239166491538696137e+05,1.016195780776171247e+06,-1.555343030052937000e+15,6.637657467292072000e+15
1.222993250788437435e+05,8.712537465101811104e+05,-1.406850622674937500e+15,5.208667314134238000e+15
1.149398616306406911e+05,4.304258998497848515e+05,-1.413282537474921500e+15,2.702912662625642500e+15
