Temperatures,+-,Metastables,+-
1.309983124235582072e+05,3.302094703608734533e+06,-9.745200360368238750e+14,1.277967645828937800e+16
1.310250440836668859e+05,3.408322746479527093e+06,-8.974970173316096250e+14,1.214555611996002800e+16
1.308590367848005990e+05,3.544310204172865953e+06,-8.555327515197762500e+14,1.205614838679077600e+16
1.307740194629861799e+05,3.588014778995695524e+06,-8.633043082455998750e+14,1.232125488494929800e+16
1.310247154887469369e+05,3.305469305361599661e+06,-8.961255671909851250e+14,1.176106838979020600e+16
1.308241137027150980e+05,3.099272675332431216e+06,-9.231722597798051250e+14,1.137543071622419600e+16
1.308518279923154478e+05,3.326830653326688334e+06,-8.274023214494436250e+14,1.094494653961621400e+16
1.307576960891427443e+05,3.699211323422038928e+06,-7.777480269462773750e+14,1.144280090325369400e+16
1.315218043109374121e+05,3.410825853089302778e+06,-8.399059324448858750e+14,1.132768277323691800e+16
6.109720383188225242e+03,1.182008314751308353e+04,-3.941324622970877500e+14,2.879310131999725625e+14
6.708281555681499412e+03,1.203879915042094035e+04,-4.577392986066797500e+14,3.128875285773868750e+14
9.525048318381026547e+03,2.260523769134195391e+04,-5.411496376959081875e+14,5.100132647680532500e+14
1.321091526330210618e+05,3.638580622912290040e+06,-8.556798769572622500e+14,1.224800224937198200e+16
1.314398404253893823e+05,3.583551580798730254e+06,-8.894528909217570000e+14,1.261200102009026600e+16
1.308733452870511246e+05,3.237020785631861538e+06,-9.273750266691180000e+14,1.193127604781105200e+16
1.302060715809253161e+05,3.044963093876792118e+06,-8.904544586101492500e+14,1.083837274585201400e+16
1.301482425603013980e+05,2.598977073471593671e+06,-9.700750698390752500e+14,1.008285181605440200e+16
1.307312288527515193e+05,2.363393540334444027e+06,-1.090736266706627250e+15,1.026297130811812600e+16
1.311636427412904450e+05,2.377165773908659816e+06,-1.116774328738891875e+15,1.052855929605672800e+16
1.457056432529864651e+04,3.641835327173559926e+04,-7.854684678513047500e+14,8.256777014578288750e+14
1.543208311251657869e+04,3.979279256719136174e+04,-8.216340252503507500e+14,8.977554015882857500e+14
1.314201632248713577e+05,2.339248069211426657e+06,-1.101477866262137250e+15,1.019693605994441200e+16
1.316365951665622997e+05,2.796410770777160302e+06,-9.451027210207543750e+14,1.044032298976028200e+16
1.314947837690605666e+05,3.559612596035299823e+06,-8.075591978284878750e+14,1.136909988793172200e+16
7.538670067262377472e+01,1.254571581867494672e+02,-8.790995797600645312e+13,5.479989720956480469e+13
1.239311103538843781e+02,1.737021610805679188e+02,-1.164408469434833125e+14,6.314920550415718750e+13
2.000974737048200609e+02,2.534682980734443447e+02,-1.376269920424235000e+14,6.901655278850086719e+13
1.309163189537560684e+05,3.002054375607518479e+06,-9.693563896487716250e+14,1.156475083103778400e+16
1.299567062214286852e+05,2.447732461952021811e+06,-1.039688071154759750e+15,1.019346037211604400e+16
1.293567540400666330e+05,2.102973300984921400e+06,-1.115726934170259750e+15,9.444046862328658000e+15
1.296366094968843536e+05,2.125504282999037765e+06,-1.155216228767364000e+15,9.860734359361874000e+15
1.304294425578284427e+05,2.139389446256309282e+06,-1.115892428164565125e+15,9.525506632663960000e+15
1.306889902367809118e+05,2.452276621070938651e+06,-1.039711949835447750e+15,1.015153017209864800e+16
1.310409301597206213e+05,3.251275711544015445e+06,-8.935381722724806250e+14,1.153329348674600600e+16
1.317145072089630121e+05,3.843198375809045043e+06,-7.649635258798751250e+14,1.160608232670451400e+16
1.317328783209061075e+05,4.084610165792960208e+06,-7.439443512440331250e+14,1.199433793610956200e+16
1.319760383817284601e+05,4.139550345349135343e+06,-7.499190694655352500e+14,1.222835690797010800e+16
1.318213095495713060e+05,3.635471766687862575e+06,-8.035334554637605000e+14,1.152201434931738000e+16
1.311507449558315275e+05,3.079650077724115923e+06,-8.999099879274416250e+14,1.099616501844959200e+16
1.310973922714383807e+05,2.897309933749592863e+06,-1.002335920721759750e+15,1.152368648298160000e+16
1.308098213352978782e+05,2.688200405581737868e+06,-1.046320571718890000e+15,1.118774434848784200e+16
1.311322514504889550e+05,2.784922676625927445e+06,-1.014188236949431875e+15,1.120441786653069000e+16
1.324748686618285428e+05,2.407945853528464679e+06,-1.036344859086289250e+15,9.788662138319944000e+15
1.109841461930751029e+04,2.157792954558577912e+04,-6.645436827521383750e+14,5.239474124734706875e+14
9.542916571533771275e+03,1.575593068959708035e+04,-6.386417180617232500e+14,4.190577901522314375e+14
1.139919802598389833e+04,2.172002237575817344e+04,-7.371417660227956250e+14,5.717048171287071250e+14
1.325261589970762143e+05,2.156809729890142102e+06,-1.234593099945186500e+15,1.044040910208460800e+16
1.317427142267699819e+05,2.084097035386884818e+06,-1.296436736234605750e+15,1.066209723350720600e+16
1.312222256754386763e+05,2.095504657538529951e+06,-1.365390930203981750e+15,1.134167913271603400e+16
1.309811211748787609e+05,2.108602288194818422e+06,-1.402181974130412500e+15,1.174354777505856600e+16
1.310881937625976861e+05,2.315697236579776276e+06,-1.303188680080626000e+15,1.197578757188083800e+16
1.315006165864788927e+05,2.500007908392458688e+06,-1.141573147701489250e+15,1.129057113187128400e+16
1.316845260426496388e+05,2.546329949415080249e+06,-1.052829077475269625e+15,1.058599845152347600e+16
1.320956837531911733e+05,2.853824155752105638e+06,-8.846081809167380000e+14,9.932266638887190000e+15
1.619189643650069047e+04,6.399691793324532773e+04,-5.391817990183445625e+14,9.082736226379683750e+14
1.324316954221814522e+05,2.529655363293870352e+06,-8.758055430378326250e+14,8.691568587252794000e+15
1.318026823599204945e+05,2.402305647362864111e+06,-9.640443228099938750e+14,9.135994281624294000e+15
1.305813247826383304e+05,2.315981536726794671e+06,-1.011569995650329625e+15,9.336087951881328000e+15
