Temperatures,+-,Metastables,+-
2.112579534987175407e+02,1.304709588144654901e+02,5.981289283042983750e+14,1.587405427832040312e+14
2.042798203308345251e+02,1.252747516863903030e+02,5.942152305055416250e+14,1.565702086259854375e+14
2.039563161360613037e+02,1.271451031444740352e+02,5.914161939991568750e+14,1.583878553907836875e+14
2.020777049648629600e+02,1.228613328594062040e+02,5.987978444725521250e+14,1.565275904161490625e+14
2.032851501238276626e+02,1.215294351473473995e+02,6.096326075658080000e+14,1.566283407426325938e+14
2.092952907800555238e+02,1.248481540125521434e+02,6.155586186725180000e+14,1.578039887896391250e+14
2.050756348738211159e+02,1.209354388148868793e+02,5.982503582513840000e+14,1.515928712580778750e+14
2.091803496086134544e+02,1.197306101196592891e+02,6.137780665265506250e+14,1.510813355319030312e+14
2.225077561793412713e+02,1.275808339868251835e+02,6.283014894195286250e+14,1.548948485593750625e+14
2.272488947315360122e+02,1.342341699143251788e+02,6.152663074780447500e+14,1.562899122282717812e+14
2.307479382948582156e+02,1.390821168540747124e+02,6.111239658994385000e+14,1.584067918669168438e+14
2.348331980223211417e+02,1.479280718109932877e+02,6.075646321215666250e+14,1.645905687801128125e+14
2.423085298778895549e+02,1.522059122842553904e+02,6.296100694974210000e+14,1.701340066419099688e+14
2.503422701536421471e+02,1.543271208316276670e+02,6.538420156749968750e+14,1.734522850337346250e+14
2.429609953898807078e+02,1.440942835981046528e+02,6.710801712960127500e+14,1.712836675557247500e+14
2.395463794161920532e+02,1.331398143587765333e+02,6.871725901720446250e+14,1.643858990150552188e+14
2.256065650040694095e+02,1.250744845474324478e+02,6.640918175502055000e+14,1.584252181500978750e+14
2.118112785094214701e+02,1.198918903049367799e+02,6.224230956883972500e+14,1.514929947453960312e+14
2.085287262523236222e+02,1.235689652416292432e+02,5.665697369055752500e+14,1.443003096073721562e+14
2.034837597332840460e+02,1.275041426503506301e+02,5.230354724183786875e+14,1.407319664673366406e+14
2.119170145153027818e+02,1.417610669181422338e+02,5.119447003221686250e+14,1.470450314572415938e+14
2.295257004812597188e+02,1.603952864184367115e+02,5.155656570033108125e+14,1.547623557230848750e+14
2.592735207402822653e+02,1.811430831774757451e+02,5.459621407906279375e+14,1.640000229738300312e+14
2.812037918271023500e+02,2.027525809375999017e+02,5.768361424883476250e+14,1.789167155888184688e+14
2.878401041969177641e+02,2.051937123434091177e+02,6.121334400815678750e+14,1.877914583289985000e+14
2.743038441614738758e+02,2.003586878328632679e+02,6.105925562117486250e+14,1.919003777627175625e+14
2.576979208269050332e+02,1.892942945979982312e+02,5.945800034642317500e+14,1.878630040706175625e+14
2.417302460322666207e+02,1.625383246035779621e+02,6.004902539601763750e+14,1.736724686843452812e+14
2.075998800871193168e+02,1.346486316873828173e+02,5.793882597611117500e+14,1.614364864200257500e+14
1.910186133114712277e+02,1.159220062949448788e+02,5.892712451142651250e+14,1.536124430344772188e+14
1.894643873959507516e+02,1.095602727037053512e+02,5.939784522712913750e+14,1.476311785153457500e+14
1.965057911797639747e+02,1.098273616711712179e+02,6.079437447416590000e+14,1.459881225051944062e+14
2.120060532260753803e+02,1.129487443147973948e+02,6.442272297559202500e+14,1.475658174406090312e+14
2.276398042817444320e+02,1.265673479722075712e+02,6.363699308607332500e+14,1.521497805104675000e+14
2.433063995612417330e+02,1.382681781871774831e+02,6.320724588947871250e+14,1.544951939728870312e+14
2.624079973389590918e+02,1.539682065232152581e+02,6.438604632691693750e+14,1.625794096752666875e+14
2.637553377782220991e+02,1.609963904296089652e+02,6.420978622929987500e+14,1.686690848498050938e+14
2.547567483984940679e+02,1.555219074814352211e+02,6.433617829893033750e+14,1.690054018967535000e+14
2.463601580678301843e+02,1.548532761599099103e+02,6.398494566384758750e+14,1.730409031125940625e+14
2.201875872312157014e+02,1.396244365230571134e+02,6.207579448287082500e+14,1.692086923809434688e+14
1.979325780263025081e+02,1.237780359438430793e+02,6.028436825147618750e+14,1.619694732592664375e+14
1.880795654573672380e+02,1.211574736427239856e+02,5.803998702617923750e+14,1.606835661300743438e+14
1.951901498019602457e+02,1.324626326897759441e+02,5.702135937618300000e+14,1.661764196898868125e+14
2.075132842463084160e+02,1.405859966621248986e+02,5.675050751733408750e+14,1.651493532727745312e+14
2.156081556991265984e+02,1.475601426419823383e+02,5.652280630747502500e+14,1.662413000377528438e+14
2.338339751389758590e+02,1.601869109456419267e+02,5.877382634879318750e+14,1.731532716623450938e+14
2.345687600490002183e+02,1.596021226681776000e+02,5.897764359647961250e+14,1.725446502770027188e+14
2.365045328644887945e+02,1.652764021292723271e+02,5.861288019163371250e+14,1.761193598941364062e+14
2.523301083928733703e+02,1.744715610702471054e+02,6.143404624028216250e+14,1.827320679420821250e+14
2.602508710064598176e+02,1.749308934767312280e+02,6.456542176656977500e+14,1.867628859836246250e+14
2.596422195479897255e+02,1.674433775649871734e+02,6.709355162134213750e+14,1.862018083804135312e+14
2.565122893951414085e+02,1.583814949361607205e+02,6.901716060387985000e+14,1.834907076755922188e+14
2.575849716566617076e+02,1.559965220535440267e+02,6.875626792276986250e+14,1.793020748290183438e+14
2.500711357768656171e+02,1.467628628480348993e+02,6.719247729348386250e+14,1.697788856452990938e+14
2.477723503871050639e+02,1.508494637545761634e+02,6.444911870019831250e+14,1.688795910708339688e+14
2.577538683231074401e+02,1.676238251561236723e+02,6.144190946396827500e+14,1.718659038205235625e+14
2.430210265201074264e+02,1.605945767287372234e+02,5.744464529799488750e+14,1.632559254289094062e+14
