Temperatures,+-,Metastables,+-
1.021186128848875378e+05,3.464498792486459715e+05,-7.360486451755800000e+14,1.179059275524250250e+15
6.450902934576279222e+04,8.177430649180777255e+04,-1.001407435436753750e+15,2.294543554548245625e+14
5.616581995490846020e+04,6.872170685782373766e+04,-1.225832480321807250e+15,3.034630696296915000e+14
6.098304376245096500e+04,6.584872345930010488e+04,-1.339012573875652500e+15,2.558124833114622500e+14
7.076553251833909599e+04,8.249286967051021929e+04,-1.286323818174312000e+15,3.370136009267700000e+14
8.360734268799416895e+04,1.258411480090072873e+05,-1.133420413481656250e+15,5.980296310642823750e+14
9.152992595891124802e+04,1.983251379948851827e+05,-9.589906120486027500e+14,8.597201442557496250e+14
1.621343605959944512e+02,3.219255199915752996e+02,9.310697902998464062e+13,6.644298976185466406e+13
1.683702762580437025e+02,2.309590312441792150e+02,1.332987947822484219e+14,6.593725806119048438e+13
1.282855110049810321e+02,1.758721196275211014e+02,1.349916947519655625e+14,6.508637572556748438e+13
9.811184062893813973e+01,1.651924404770112176e+02,1.027611928253715469e+14,5.903006571294151562e+13
2.007670541459417152e-06,1.023988532681610408e+01,4.898641508695100781e+13,5.928336850848875781e+13
7.607194038119193283e+04,1.263561075838425895e+05,-8.910414255233241250e+14,4.104032426264659375e+14
7.459475828672987700e+04,1.048291052149765310e+05,-1.029851353996626875e+15,3.796312499153357500e+14
7.444736417040514061e+04,1.009011363742129033e+05,-1.057183781912274750e+15,3.737140451396122500e+14
7.517413530159764923e+04,9.586342481087053602e+04,-1.157064771331925250e+15,3.957507280341109375e+14
8.861386481498944340e+04,1.616012668070517248e+05,-1.077189598214372375e+15,7.707889121298787500e+14
7.827233104608325812e+04,1.205171590357336390e+05,-1.024452904969033000e+15,4.724958378452826875e+14
7.651770955048539327e+04,1.056101578077657177e+05,-1.069008248414025875e+15,4.158630795068207500e+14
7.041248090616318223e+04,9.178834737021195178e+04,-1.052684754390568875e+15,3.039181044336482500e+14
9.903521665319688327e+04,2.870530836612497806e+05,-7.872532038217006250e+14,1.044900729136624125e+15
1.206557791790412011e+05,1.372952398606281262e+06,-6.484506079792251250e+14,3.804377027320828500e+15
1.226896241564511147e+05,1.767574361883172533e+06,-5.746297902138801250e+14,4.277294089045180000e+15
1.273988181475890742e+05,3.273492802160090301e+06,-5.300843559599395625e+14,7.052744647091855000e+15
1.253595856430590939e+05,2.155201536073901691e+06,-6.177218058828587500e+14,5.496156175326126000e+15
1.172300903320938232e+05,7.424358084838632494e+05,-7.715603447322990000e+14,2.500658826397967500e+15
1.075635401780181564e+05,3.809168516090142657e+05,-8.385513611596677500e+14,1.460425320995855500e+15
9.285447798003061325e+04,1.972525294000092254e+05,-8.649285866708107500e+14,7.765489802008665000e+14
8.015640221610871959e+04,1.275798061351824726e+05,-9.746308256684436250e+14,4.935185138381228125e+14
9.216328267636752571e+04,2.079543020117773849e+05,-9.387528813753238750e+14,8.855223339049612500e+14
1.094683715315356094e+05,5.536739877075926634e+05,-8.213060179015988750e+14,2.064060228119420750e+15
1.146517841651749040e+05,8.389178746576776030e+05,-7.596696130437445000e+14,2.821624487404348500e+15
1.208516148921896820e+05,1.454486976178827230e+06,-7.071440716279717500e+14,4.386556072091738500e+15
1.233483724175997631e+05,1.911728889979860745e+06,-6.885216045787190000e+14,5.515906321054129000e+15
1.216852339906089182e+05,1.578282389151183888e+06,-6.934654405306081250e+14,4.637987242297008000e+15
1.219274084442730236e+05,1.738240505801018793e+06,-6.439631913626057500e+14,4.738566334038377000e+15
1.183442180556338280e+05,1.048191231677755364e+06,-7.348404526362200000e+14,3.339447970308332500e+15
1.127097649150777725e+05,6.080272554159749998e+05,-8.077237806220632500e+14,2.196185229809722500e+15
1.084124934310555982e+05,4.700118902900909889e+05,-7.646183729889911250e+14,1.638028269496896250e+15
8.115275381829011894e+04,1.341692127305346658e+05,-8.746604831443208750e+14,4.739524265942972500e+14
6.777473466359615850e+04,9.935361648712070019e+04,-8.757376481541337500e+14,2.560274960417619062e+14
6.110036854973852314e+04,1.012346390974971437e+05,-7.922534491630106250e+14,2.320042917559012812e+14
6.392354047534100391e+04,1.020764628758871113e+05,-8.842777534903046250e+14,2.524763897458955625e+14
6.500680148580892273e+04,1.013922016151485004e+05,-9.311710762605780000e+14,2.654677419853509062e+14
6.190296048433946999e+04,9.896003743349651631e+04,-9.045771413158411250e+14,2.545667801318302500e+14
7.506762416311432025e+04,1.120018525023897382e+05,-9.564988105718042500e+14,3.811741653746327500e+14
8.654182632097268652e+04,1.525777600222502369e+05,-9.829801617158593750e+14,6.512363545827700000e+14
7.480645749809891277e+04,1.017573572214681335e+05,-1.033687720705690125e+15,3.718531000085013125e+14
7.922957518797734519e+04,1.271227676156447560e+05,-8.883833594483530000e+14,4.405032578602523750e+14
8.345577747868692677e+04,1.516459342495138990e+05,-8.428186008905613750e+14,5.346737167819945000e+14
8.587275639241134922e+04,1.839353794714037504e+05,-7.540008998850712500e+14,5.979487317894316250e+14
1.006751378820483078e+05,3.807466397486873902e+05,-6.748274442688183750e+14,1.188498219019381000e+15
8.486956839390529785e+04,2.101756667077484599e+05,-7.243403758299905000e+14,6.490814808372987500e+14
7.163579795952384302e+04,1.407246668777269078e+05,-7.839881396266337500e+14,3.586869837881383125e+14
8.381893172937806230e+04,1.700985995349511504e+05,-8.474846926033968750e+14,6.058263103212892500e+14
6.822375949172533001e+04,9.685969945627231209e+04,-9.499290988089946250e+14,2.737873416239154688e+14
7.649272459999745479e+04,1.040208041520179686e+05,-9.902655793054576250e+14,3.791964202921125000e+14
1.041070451262289571e+05,3.384386836537181516e+05,-8.658938127708440000e+14,1.351037653155937000e+15
9.454665419467566244e+04,2.259754056448320916e+05,-8.857572030133403750e+14,9.173699883998300000e+14
1.098743654478695680e+05,5.119553514690696611e+05,-7.874787815522600000e+14,1.826987451815216750e+15
1.089692679543310078e+05,5.364879242538637482e+05,-6.932930767805037500e+14,1.691408931404201250e+15
1.106699488581291953e+05,6.326927115283448948e+05,-5.920356704345317500e+14,1.691827211105319750e+15
1.115572452812080883e+05,5.422707529557563830e+05,-6.416224092302548750e+14,1.565381246147755750e+15
1.010993520036187692e+05,2.751714172081548604e+05,-6.264145743023145000e+14,7.973565743392682500e+14
9.489972021527269681e+04,2.086546921145321976e+05,-7.380166330095120000e+14,7.065874036957790000e+14
6.610799753105115087e+04,8.617301363636547467e+04,-9.889434530399413750e+14,2.426723808345669062e+14
5.929912189594477240e+04,9.149217840193620941e+04,-9.854240046953972500e+14,2.769460547383670000e+14
6.119174614909807860e+04,8.892779624026879901e+04,-1.057324153175506125e+15,2.713730254459468125e+14
6.818786503089262987e+04,9.825929410952967010e+04,-1.014410876275302750e+15,2.961223859364633750e+14
