389,396,402,447,492,501,587,667,707,728
1.977158676350584332e-09,-4.221753386153313019e-10,2.753377085979064621e-10,-2.409254723135942891e-10,-3.541271078674751779e-10,-4.174617475905842413e-10,7.346743175414625093e-09,2.322063924940092843e-09,-2.093627306794567745e-09,2.138501979800607016e-09
5.223301106353262319e-09,-1.071488272516945049e-10,-7.123423710633133325e-10,3.119545248340005036e-09,2.675662021303384091e-09,7.204107334982976697e-09,4.640639524316444729e-08,5.515179265613796871e-09,-6.027745252624490362e-09,-2.700493109847304162e-09
-3.415628238378949172e-10,-1.714594340265028778e-11,-5.835227080332844596e-10,-6.121328603762791216e-09,5.116346644506758884e-10,-9.127535431619986297e-09,9.206958583195189948e-09,-1.044735926901951971e-08,1.840490639035354457e-09,-3.345946695837191847e-09
-1.269152929305090458e-09,3.203894978692381247e-10,-3.688076038754867550e-10,-2.409254723135942891e-10,4.190368048917483286e-09,7.204107334982976697e-09,-2.613295859694241936e-08,2.322063924940092843e-09,1.888700978279055579e-08,9.880608102445847421e-09
2.440869141257683416e-09,-8.463989734344198138e-11,1.035624921167850227e-10,3.119545248340005036e-09,5.116346644506758884e-10,1.918050957233301279e-08,2.408659406159308818e-08,-8.851307960138526823e-09,-4.715709959927327914e-09,4.396636128127090786e-09
1.171558596635860340e-08,4.779027535510570273e-10,-1.970323873943652897e-10,6.479775609168123710e-09,-2.302091095583286281e-09,1.760362204274209095e-09,-1.683257748598838949e-08,1.828460245957336600e-08,-2.045019381098532255e-08,1.181601545777738756e-08
-3.415628238378949172e-10,3.428984277774906612e-10,-3.688076038754867550e-10,3.539453863530763828e-09,-3.167475793958775949e-09,1.373676444162417529e-08,3.524649465237876939e-08,-2.481384649477180039e-08,8.396691237997993816e-09,-4.636377166497899346e-09
-3.587874429493584337e-09,7.029263810656496232e-10,-2.525717091324385027e-11,1.792235027026454126e-10,-3.541271078674751779e-10,1.264785246569181502e-08,-2.427274318916185534e-08,-1.363946188678145917e-08,1.840490639035354457e-09,2.138501979800607016e-09
-4.051584894400683422e-09,2.303866140201939238e-10,2.538599318723597524e-10,-2.340949267918391429e-09,1.377019362826165660e-09,-1.892652109158182183e-08,2.594680946937377132e-08,3.919127956732804809e-09,1.840490639035354457e-09,-4.313650373502968118e-09
1.513279035790488031e-09,-1.296577571599470155e-10,-6.821272436433642968e-11,7.319833199375163615e-09,-5.705675509470006919e-10,-8.038623455687624370e-09,4.082644494777166790e-08,1.828460245957336600e-08,4.462573292168071613e-09,-6.894511314824395524e-09
