LECROYWR6100A,18120,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,11-Dec-2012 14:28:17,0                 
Time,Ampl
9.569e-006,-0.00349193
9.57e-006,-0.00320771
9.571e-006,-0.0031671
9.572e-006,-0.00318064
9.573e-006,-0.00332952
9.574e-006,-0.00343779
9.575e-006,-0.0035596
9.576e-006,-0.00315357
9.577e-006,-0.00335659
9.578e-006,-0.00338366
9.579e-006,-0.00327538
9.58e-006,-0.00328891
9.581e-006,-0.00318064
9.582e-006,-0.00319417
9.583e-006,-0.00346486
9.584e-006,-0.00335659
9.585e-006,-0.00346486
9.586e-006,-0.00332952
9.587e-006,-0.00339719
9.588e-006,-0.00339719
9.589e-006,-0.00322124
9.59e-006,-0.00332952
9.591e-006,-0.00314003
9.592e-006,-0.00349193
9.593e-006,-0.0034784
9.594e-006,-0.0031265
9.595e-006,-0.00341072
9.596e-006,-0.00320771
9.597e-006,-0.00315357
9.598e-006,-0.00343779
9.599e-006,-0.00354607
9.6e-006,-0.00337012
9.601e-006,-0.00309943
9.602e-006,-0.00327538
9.603e-006,-0.00327538
9.604e-006,-0.00326184
9.605e-006,-0.00327538
9.606e-006,-0.00334305
9.607e-006,-0.00358667
9.608e-006,-0.00354607
9.609e-006,-0.00331598
9.61e-006,-0.00326184
9.611e-006,-0.00319417
9.612e-006,-0.00319417
9.613e-006,-0.00335659
9.614e-006,-0.00326184
9.615e-006,-0.00332952
9.616e-006,-0.00334305
9.617e-006,-0.00346486
9.618e-006,-0.00332952
9.619e-006,-0.00335659
9.62e-006,-0.00328891
9.621e-006,-0.0031265
9.622e-006,-0.00315357
9.623e-006,-0.00330245
9.624e-006,-0.00339719
9.625e-006,-0.00327538
9.626e-006,-0.00320771
9.627e-006,-0.00331598
9.628e-006,-0.00328891
9.629e-006,-0.00334305
9.63e-006,-0.00334305
9.631e-006,-0.00332952
9.632e-006,-0.00342426
9.633e-006,-0.00339719
9.634e-006,-0.00318064
9.635e-006,-0.00341072
9.636e-006,-0.003519
9.637e-006,-0.00337012
9.638e-006,-0.00335659
9.639e-006,-0.0031265
9.64e-006,-0.00319417
9.641e-006,-0.00337012
9.642e-006,-0.00330245
9.643e-006,-0.00331598
9.644e-006,-0.00335659
9.645e-006,-0.00337012
9.646e-006,-0.00335659
9.647e-006,-0.00334305
9.648e-006,-0.00318064
9.649e-006,-0.00330245
9.65e-006,-0.00346486
9.651e-006,-0.00327538
9.652e-006,-0.00334305
9.653e-006,-0.00326184
9.654e-006,-0.00326184
