
##### time= 3.5e-09 
0.5		2.12453E+09
1.5		1.50156E+09
2.5		1.05875E+09
3.5		7.90242E+08
4.5		6.19645E+08
5.5		5.03404E+08
6.5		4.18941E+08
7.5		3.55989E+08
8.5		3.07384E+08
9.5		2.68242E+08
10.5		2.36032E+08
11.5		2.1098E+08
12.5		1.91032E+08
13.5		1.73107E+08
14.5		1.5784E+08
15.5		1.44384E+08
16.5		1.33401E+08
17.5		1.22869E+08
18.5		1.13716E+08
19.5		1.05466E+08
20.5		9.79474E+07
21.5		9.09578E+07
22.5		8.43599E+07
23.5		7.8156E+07
24.5		7.25462E+07
25.5		6.76928E+07
26.5		6.28443E+07
27.5		5.87597E+07
28.5		5.47952E+07
29.5		5.13131E+07
30.5		4.79582E+07
31.5		4.46011E+07
32.5		4.17488E+07
33.5		3.87837E+07
34.5		3.62864E+07
35.5		3.40475E+07
36.5		3.19579E+07
37.5		3.00192E+07
38.5		2.80786E+07
39.5		2.62424E+07
40.5		2.4723E+07
41.5		2.3295E+07
42.5		2.20753E+07
43.5		2.06918E+07
44.5		1.95994E+07
45.5		1.84364E+07
46.5		1.74295E+07
47.5		1.63356E+07
48.5		1.54721E+07
49.5		1.44548E+07
50.5		1.36927E+07
51.5		1.30288E+07
52.5		1.22666E+07
53.5		1.16269E+07
54.5		1.09734E+07
55.5		1.03435E+07
56.5		9.85053E+06
57.5		9.32088E+06
58.5		8.83512E+06
59.5		8.31921E+06
60.5		7.89531E+06
61.5		7.47931E+06
62.5		7.12429E+06
63.5		6.69008E+06
64.5		6.36388E+06
65.5		6.03838E+06
66.5		5.72231E+06
67.5		5.4353E+06
68.5		5.09828E+06
69.5		4.88188E+06
70.5		4.64228E+06
71.5		4.37664E+06
72.5		4.17934E+06
73.5		3.94385E+06
74.5		3.74359E+06
75.5		3.56168E+06
76.5		3.37527E+06
77.5		3.226E+06
78.5		3.10027E+06
79.5		2.94557E+06
80.5		2.77227E+06
81.5		2.66739E+06
82.5		2.53265E+06
83.5		2.40728E+06
84.5		2.29403E+06
85.5		2.1568E+06
86.5		2.06117E+06
87.5		1.95449E+06
88.5		1.87519E+06
89.5		1.81278E+06
90.5		1.71928E+06
91.5		1.63606E+06
92.5		1.57788E+06
93.5		1.51162E+06
94.5		1.44645E+06
95.5		1.37462E+06
96.5		1.3085E+06
97.5		1.25993E+06
98.5		1.2287E+06
99.5		1.15128E+06
100.5		1.10825E+06
101.5		1.06064E+06
102.5		1.01808E+06
103.5		955033
104.5		913032
105.5		863595
106.5		825363
107.5		791456
108.5		756788
109.5		731368
110.5		683778
111.5		657673
112.5		631733
113.5		600002
114.5		586674
115.5		558088
116.5		526629
117.5		500810
118.5		484291
119.5		472150
120.5		452166
121.5		431971
122.5		405240
123.5		383784
124.5		373669
125.5		363017
126.5		356619
127.5		342862
128.5		317521
129.5		307122
130.5		294337
131.5		275760
132.5		261947
133.5		252738
134.5		239234
135.5		237385
136.5		230090
137.5		220895
138.5		217152
139.5		207215
140.5		195193
141.5		191894
142.5		178834
143.5		172844
144.5		163953
145.5		161823
146.5		155128
147.5		145838
148.5		138871
149.5		136234
150.5		133217
151.5		127848
152.5		125181
153.5		119729
154.5		113547
155.5		109070
156.5		103911
157.5		102801
158.5		101631
159.5		96673.1
160.5		91138.7
161.5		91633.3
162.5		85957.8
163.5		84473.7
164.5		81406.8
165.5		76385.7
166.5		73759
167.5		70225.4
168.5		66761.8
169.5		62175.7
170.5		58240.8
171.5		55668.5
172.5		55624.2
173.5		50313.8
174.5		50107.4
175.5		48473.4
176.5		46696.8
177.5		45281.4
178.5		44047.3
179.5		41806.4
180.5		40295.5
181.5		39111.5
182.5		38044.9
183.5		36152.2
184.5		35149.6
185.5		33883.9
186.5		32156
187.5		30089.3
188.5		27282.8
189.5		26993.8
190.5		25861.7
191.5		25080.4
192.5		25102
193.5		23987.6
194.5		22830.8
195.5		22668.9
196.5		24779.9
197.5		21467.2
198.5		20298.2
199.5		21366.1
200.5		18407.1
201.5		18527.7
202.5		17517
203.5		17430
204.5		16561.9
205.5		16007.4
206.5		15925
207.5		15886.5
208.5		16258.8
209.5		14981.7
210.5		15490.7
211.5		12740.9
212.5		11993.7
213.5		11170.9
214.5		10806
215.5		10219.7
216.5		10173.2
217.5		10231.4
218.5		9706.08
219.5		9296.98
220.5		8779.47
221.5		8727.26
222.5		9237.32
223.5		8214.4
224.5		8421.17
225.5		8415.31
226.5		7596.41
227.5		6940.87
228.5		6769.5
229.5		6462.15
230.5		6111.75
231.5		5626.74
232.5		5677.82
233.5		5813.83
234.5		5310.63
235.5		5362.13
236.5		5422.83
237.5		4836.19
238.5		4679.42
239.5		4352.1
240.5		4206.36
241.5		3819.42
242.5		4179.69
243.5		4208.15
244.5		3854.45
245.5		4194.05
246.5		3289.51
247.5		2777.57
248.5		2805.59
249.5		2598.66
250.5		2544.76
251.5		2387.8
252.5		2361.85
253.5		2354.16
254.5		2307.25
255.5		2167.1
256.5		2310.27
257.5		2188.69
258.5		2127.52
259.5		1976.87
260.5		1862.63
261.5		1760.75
262.5		1787.12
263.5		1736.24
264.5		1611.5
265.5		1602.55
266.5		1826.78
267.5		1805.69
268.5		1743.52
269.5		1675.72
270.5		1614.03
271.5		1435.63
272.5		1351.27
273.5		1322.58
274.5		1285.27
275.5		1526.76
276.5		979.296
277.5		815.572
278.5		753.482
279.5		734.842
280.5		736.408
281.5		683.412
282.5		693.667
283.5		678.136
284.5		679.799
285.5		678.608
286.5		674.576
287.5		667.719
288.5		672.234
289.5		614.441
290.5		624.689
291.5		598.221
292.5		580.295
293.5		573.682
294.5		575.514
295.5		566.132
296.5		640.72
297.5		656.401
298.5		655.301
299.5		979.917
300.5		1356.26
301.5		990.534
302.5		891.945
303.5		799.215
304.5		668.139
305.5		636.724
306.5		462.316
307.5		252.761
308.5		230.407
309.5		216.342
310.5		185.919
311.5		177.431
312.5		209.851
313.5		274.819
314.5		241.782
315.5		208.851
316.5		138.111
317.5		137.893
318.5		140.376
319.5		137.461
320.5		137.246
321.5		142.407
322.5		134.137
323.5		136.609
324.5		133.723
325.5		138.859
326.5		135.98
327.5		133.11
328.5		119.616
329.5		95.5476
330.5		95.4029
331.5		97.905
332.5		97.7577
333.5		94.9729
334.5		97.465
335.5		94.6893
336.5		97.1749
337.5		94.4084
338.5		91.6502
339.5		94.1299
340.5		93.9916
341.5		91.2468
342.5		93.7167
343.5		93.5802
344.5		210.25
345.5		222.905
346.5		217.407
347.5		139.56
348.5		59.3569
349.5		105.659
350.5		154.402
351.5		61.6728
352.5		56.4531
353.5		61.4981
354.5		61.4113
355.5		56.2144
356.5		61.2388
357.5		61.153
358.5		55.9787
359.5		60.9827
360.5		55.8232
361.5		60.8138
362.5		60.7298
363.5		55.5924
364.5		60.563
365.5		55.4401
366.5		60.3975
367.5		55.289
368.5		30.1167
369.5		27.5696
370.5		17.5206
371.5		0
372.5		0
373.5		0
374.5		0
375.5		0
376.5		0
377.5		0
378.5		0
379.5		0
380.5		0
381.5		0
382.5		0
383.5		0
384.5		0
385.5		0
386.5		0
387.5		0
388.5		0
389.5		0
390.5		0
391.5		0
392.5		0
393.5		0
394.5		0
395.5		0
396.5		0
397.5		0
398.5		0
399.5		0
400.5		0
401.5		0
402.5		0
403.5		0
404.5		0
405.5		0
406.5		0
407.5		0
408.5		0
409.5		0
410.5		0
411.5		0
412.5		0
413.5		0
414.5		0
415.5		0
416.5		0
417.5		0
418.5		0
419.5		0
420.5		0
421.5		0
422.5		0
423.5		0
424.5		0
425.5		0
426.5		0
427.5		0
428.5		0
429.5		0
430.5		0
431.5		0
432.5		0
433.5		0
434.5		0
435.5		0
436.5		0
437.5		0
438.5		0
439.5		0
440.5		0
441.5		0
442.5		0
443.5		0
444.5		0
445.5		0
446.5		0
447.5		0
448.5		0
449.5		0
450.5		0
451.5		0
452.5		0
453.5		0
454.5		0
455.5		0
456.5		0
457.5		0
458.5		0
459.5		0
460.5		0
461.5		0
462.5		0
463.5		0
464.5		0
465.5		0
466.5		0
467.5		0
468.5		0
469.5		0
470.5		0
471.5		0
472.5		0
473.5		0
474.5		0
475.5		0
476.5		0
477.5		0
478.5		0
479.5		0
480.5		0
481.5		0
482.5		0
483.5		0
484.5		0
485.5		0
486.5		0
487.5		0
488.5		0
