389,396,402,447,471,492,501,587,667,707,728
2.552462195294846100e-09,-1.160386451140782223e-09,-1.174359452826320433e-10,1.147646058930342855e-09,-2.352090499671029904e-09,-1.525704646064551801e-09,-1.605859662887942507e-08,-5.992031271737100492e-09,-4.987151446989948208e-09,-4.320890046658947890e-10,3.958071730350871834e-10
-5.622637415696249395e-11,-1.759203941834261696e-10,-2.565017297411499798e-11,-1.700065045932510540e-10,-5.487087789709791540e-10,-1.497618293446597408e-10,1.716075506487568471e-08,-1.234667812108072275e-09,1.214763664423231713e-09,-7.249114268087669679e-10,-4.831079779921518429e-09
-5.622637415696249395e-11,3.866386746030539762e-10,3.415085820343711259e-10,-2.278442894091386367e-09,5.534788070977216449e-10,1.684702901634325543e-09,1.953574826341132447e-08,-7.351178556209815874e-09,-2.731817522575003215e-09,4.465770549888910001e-10,-5.841953986621044192e-10
-2.664745767955745023e-09,-1.090068619778969891e-09,2.191275522896814737e-10,1.411320787530371265e-09,-6.488793696326053762e-10,2.372862846965602169e-09,-1.249936582688865139e-08,-5.312109665526233103e-09,2.342936988086564369e-09,6.011793421512827638e-09,-1.237562226548166642e-09
1.682899338810909885e-09,9.492305791735036081e-10,-6.069913958102249608e-10,8.842116901558373853e-10,1.555495802504802942e-09,-2.213864591395828426e-09,1.716075506487568471e-08,-4.632883987264385110e-09,-2.167730860743325617e-09,4.465770549888910001e-10,7.582821304923749668e-09
-5.622637415696249395e-11,3.866386746030539762e-10,1.273261142067472870e-10,-1.487659068116824077e-09,-2.452261090332649509e-09,1.455441944504787203e-09,-3.008355271230938184e-09,1.483626756837327883e-09,-1.040570259991713486e-09,1.032420692500804610e-09,5.949415676040248052e-09
8.133364823269736694e-10,-1.759203941834261696e-10,7.086673370428572628e-10,-1.700065045932510540e-10,-1.350073504263948710e-09,-3.131285493856659936e-09,6.483470033379956429e-09,2.163548363048210368e-09,-3.859990846238335664e-09,-5.411262940451748202e-09,-7.117863677522740808e-09
-1.143010769108856698e-09,-1.056025628216137984e-10,2.191275522896814737e-10,-2.805551991465920040e-09,1.355154621181563940e-09,-2.213864591395828426e-09,2.923017107959341968e-09,-5.312109665526233103e-09,4.034184250669831764e-09,-4.825419302939834488e-09,4.152666433379954190e-09
-1.143010769108856698e-09,-1.056025628216137984e-10,2.803180671620258862e-10,-4.334408733677565755e-10,-1.751066955701306279e-09,4.666226566146326152e-09,1.004392295880050017e-08,4.881842931993641131e-09,5.726444236164842224e-09,-5.997106577963661915e-09,3.958071730350871834e-10
1.900290052931893990e-09,-4.571917196306756545e-10,3.721038394705437458e-10,-4.334408733677565755e-10,-8.492205509558444823e-10,-6.086608175463816891e-10,-8.939727650421289060e-09,-3.952962381053517721e-09,-3.859990846238335664e-09,-1.017733848951639095e-09,-5.157763193864549488e-09
