388,396,447,492,501,587,667,706,728
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.141696807848954050e-06,5.569407575093371894e-09,1.098818017204067464e-07,3.145399514803426737e-08,2.593968775673780454e-08,3.870024074759525215e-06,1.181222779524851850e-06,5.852548482542547917e-05,3.005117372099012806e-06
6.353358874523458441e-06,6.502986655184540880e-09,1.142729594472783059e-07,3.176936326814994963e-08,2.699910125083776102e-08,2.778399405909506507e-06,8.486509267155078845e-07,4.016521272536848804e-05,2.074980268015338108e-06
6.347472162714831673e-06,9.129503297641168935e-09,1.520872136867851222e-07,4.165266708595360689e-08,3.590593294975417682e-08,2.862672692891970766e-06,8.750748272253468160e-07,3.961115987418308980e-05,2.059323643971946405e-06
9.307740842827845509e-06,1.906763756999236167e-08,3.048700913516978359e-07,8.247565149769255973e-08,7.183196834266612729e-08,4.380820011340680366e-06,1.340770449141972670e-06,5.695258596907230213e-05,2.989657390341490392e-06
1.072323597045027586e-05,2.954704314830045437e-08,4.605040946570205366e-07,1.235823535161515547e-07,1.081675075951253003e-07,5.282534679391647647e-06,1.619216116390662298e-06,6.406967529248234604e-05,3.403310807719171222e-06
1.208857272330215192e-05,4.301681901975543466e-08,6.591549069935932368e-07,1.759185276985687511e-07,1.542073043036928536e-07,6.243110815243400366e-06,1.917309548662176221e-06,7.019857039853933582e-05,3.782775140092141986e-06
1.319503459094481717e-05,5.864679088669911129e-08,8.882216929826948480e-07,2.361274939980804374e-07,2.067937822327354002e-07,7.141922129615124099e-06,2.198464652619522327e-06,7.410834288344372725e-05,4.062235884112541862e-06
1.412902568207413608e-05,7.640355243755037018e-08,1.147537950206911983e-06,3.041910869299145867e-07,2.656769543735022445e-07,8.002325726140277931e-06,2.470275736856924127e-06,7.633247108231652062e-05,4.269563361843706788e-06
1.491745576632424734e-05,9.613013159949067855e-08,1.434960432419607905e-06,3.795565637458500094e-07,3.301292311958666498e-07,8.818789569396451146e-06,2.731544395583711389e-06,7.703882579375870851e-05,4.413466251307051819e-06
1.558075193599253605e-05,1.176982497175136185e-07,1.748734854403075340e-06,4.617708496779772885e-07,3.995003980175606987e-07,9.583162620255556967e-06,2.980336290800322686e-06,7.634508067268424637e-05,4.500280361364947686e-06
1.613162231026062324e-05,1.409874748608052424e-07,2.087191140695864403e-06,5.504005034258684493e-07,4.731469982535166841e-07,1.028352995653711261e-05,3.213624987190782033e-06,7.431494965928092146e-05,4.533672003855113302e-06
1.657787425648104602e-05,1.658867232431551900e-07,2.448774063208359727e-06,6.450405668429294426e-07,5.504397450234550031e-07,1.090539783031253290e-05,3.427653937102794547e-06,7.097629936141569475e-05,4.515565956464017542e-06
1.692380017791043990e-05,1.922927500552416688e-07,2.832025884010219486e-06,7.453104412255927794e-07,6.307597823322812527e-07,1.143221171279883563e-05,3.618093710016125369e-06,6.633053291520801234e-05,4.446614422701339817e-06
1.717111492742356757e-05,2.201090959520416629e-07,3.235574155775896942e-06,8.508509784171994339e-07,7.134961713259316179e-07,1.184571132790505560e-05,3.780149415780286989e-06,6.035895824705729920e-05,4.326514856585282502e-06
