1.287529939493801280e+23,6.030000000000000000e+15,8.209390395261324942e+06,4.050356106097549491e+04,4.862005561200935411e+00,6.921395441458597642e-01,5.363457134430550666e-02,3.122741608747092723e-01,1.685079434102630669e-02,5.703169721262751901e-03,1.761320955818274059e-04,4.862361434347915214e-03,8.649507021771307485e-04,4.025854678823074725e-03,4.150755690775869127e-04,1.787734971719263401e-04,1.071391316585832950e-03,1.293182645813095906e-04,5.882295638874559027e-06,5.363255000000000000e+13
1.287529939493801280e+23,6.029999999996225000e+15,8.211352352890095674e+06,4.149197411424961319e+04,2.572955041451490388e+01,7.373970831019587280e-01,5.599601299036817414e-02,3.203177385537119837e-01,1.988588261894955536e-02,6.638279747234611394e-03,4.788036658002941051e-04,5.061113808013890936e-03,8.961704459888507291e-04,4.213743730912574217e-03,5.893040388661208466e-04,2.367108743285813524e-04,1.195390048786540947e-03,1.631176696331421258e-04,4.448601292057299838e-05,5.363255000000000000e+13
1.287529939493801280e+23,6.029999999992428000e+15,8.213326616689490154e+06,4.248964905615189491e+04,4.674377516685219547e+01,7.835508573296707802e-01,5.840690752326890833e-02,3.285305108808457275e-01,2.298441917966944845e-02,7.592399589377749405e-03,7.864132597010820578e-04,5.264522155330107929e-03,9.279980239255752536e-04,4.403455635684898513e-03,7.643368839430252299e-04,2.949448749798504557e-04,1.320303778217505296e-03,1.970222293580374843e-04,8.316637116891897408e-05,5.363255000000000000e+13
1.287529939493801280e+23,6.029999999986649000e+15,8.216331507374065928e+06,4.401280930120777339e+04,7.872284064736348341e+01,8.547493831177083168e-01,6.213035086128324697e-02,3.412160599457025878e-01,2.776994782933586703e-02,9.065131545435945251e-03,1.259257697825208163e-03,5.579493835445988037e-03,9.770938766485764895e-04,4.693268089333824632e-03,1.030343806650537352e-03,3.834916255698167238e-04,1.510681049141636553e-03,2.484695438638272603e-04,1.417856399061114014e-04,5.363255000000000000e+13
1.287529939493801280e+23,6.029999999979905000e+15,8.219840411260385998e+06,4.579973920933747286e+04,1.160960785598243774e+02,9.396149579521262396e-01,6.657656560403982238e-02,3.563674880085910823e-01,3.348552427610218540e-02,1.082245941701085595e-02,1.820179036788227307e-03,5.957216344215716247e-03,1.035636787515244574e-03,5.033760545148274583e-03,1.340368207887774905e-03,4.867723010177257273e-04,1.733545460429664195e-03,3.082845488970476920e-04,2.098128040799234427e-04,5.363255000000000000e+13
1.287529939493801280e+23,6.029999999972177000e+15,8.223862930921629071e+06,4.785928003631194588e+04,1.589868469374391680e+02,1.039264358539393029e+00,7.180867321041697893e-02,3.742028446421787335e-01,4.021419965354265658e-02,1.288896613332360039e-02,2.475472805224150207e-03,6.404092600332132214e-03,1.104454546402089963e-03,5.427153833328866514e-03,1.695143688846283267e-03,6.050724271164122352e-04,1.989942917821454441e-03,3.765323094467168462e-04,2.872586624975194424e-04,5.363254999999998438e+13
1.287529939493801280e+23,6.029999999963605000e+15,8.228327088490677066e+06,5.015892713499585807e+04,2.066575587010127038e+02,1.152931353523669600e+00,7.779200200277690269e-02,3.946080562173208128e-01,4.791443270133139559e-02,1.525073591376274219e-02,3.219066609278946334e-03,6.918481531914031681e-03,1.183112994633988288e-03,5.868038327304789074e-03,2.088315467849388013e-03,7.363197421141149876e-04,2.275885054882398600e-03,4.519013261487446714e-04,3.725637435416014618e-04,5.363254999999996875e+13
1.287529939493801280e+23,6.029999999954267000e+15,8.233193110431157984e+06,5.268240572150010121e+04,2.587151747152547614e+02,1.280643606694457759e+00,8.453401195991273875e-02,4.176136489311013666e-01,5.659992736121829265e-02,1.791071424387131322e-02,4.050308845244564304e-03,7.502523569201905752e-03,1.271763062851068073e-03,6.354331736631742104e-03,2.516524487682169405e-03,8.794400477969767675e-04,2.589556151484609381e-03,5.336554929315598947e-04,4.648225384604252712e-04,5.363254999999995312e+13
1.287529939493801280e+23,6.029999999944220000e+15,8.238430860506983474e+06,5.541825322780330316e+04,3.148715649602449389e+02,1.422692873448750728e+00,9.205661486915700520e-02,4.433004644004124306e-01,6.630406942654784586e-02,2.087775785024192574e-02,4.970443886290073186e-03,8.159805465889487588e-03,1.370775845707220691e-03,6.885110185431780015e-03,2.977409453713657228e-03,1.033692364457667939e-03,2.929886102575449472e-03,6.212472492041308655e-04,5.633424639238381352e-04,5.363254999999993750e+13
1.287529939493801280e+23,6.029999999933510000e+15,8.244018152333253063e+06,5.835900099045378010e+04,3.749254360702664712e+02,1.579602366015685710e+00,1.003944990812768029e-01,4.717939615493997874e-01,7.707776607193679574e-02,2.416596400795916963e-02,5.982378578451137685e-03,8.895224149051554272e-03,1.480719946432879682e-03,7.460453018925961195e-03,3.469453757387022837e-03,1.198618330764365152e-03,3.296445012857874765e-03,7.142873686673988825e-04,6.676088283204115919e-04,5.363254999999992188e+13
