1.287529939493801280e+23,1.990000000000000000e+14,8.209390395261324942e+06,4.050356106097549491e+04,4.862005561200935411e+00,6.921395441458597642e-01,5.363457134430550666e-02,3.122741608747092723e-01,1.685079434102630669e-02,5.703169721262751901e-03,1.761320955818274059e-04,4.862361434347915214e-03,8.649507021771307485e-04,4.025854678823074725e-03,4.150755690775869127e-04,1.787734971719263401e-04,1.071391316585832950e-03,1.293182645813095906e-04,5.882295638874559027e-06,5.363255000000000000e+13
1.287529939493801280e+23,1.989999999997077812e+14,8.209543254350570031e+06,4.057864423091089702e+04,6.443679252482008124e+00,6.956647390530236175e-01,5.385564313511848056e-02,3.134920413241724102e-01,1.761346330115553735e-02,5.947848676829535497e-03,3.655486255288657835e-04,4.911959283659935414e-03,8.853992731221230466e-04,4.316470341116036662e-03,7.625183587892221887e-04,2.914298254822533579e-04,1.287426240820102293e-03,2.007471219775492169e-04,9.055072423179530861e-05,5.363254999999998438e+13
1.287529939493801280e+23,1.989999999994068750e+14,8.209700945806756616e+06,4.065769139334581268e+04,8.109005966281861433e+00,6.996208381739379423e-01,5.410060353580944947e-02,3.147901466443402407e-01,1.840477058906624455e-02,6.200989798788277343e-03,5.563648425130340034e-04,4.963797745055336698e-03,9.060942186996898432e-04,4.606919741636822385e-03,1.108710659314196502e-03,4.036993557288822082e-04,1.502713494242003366e-03,2.718253459424762241e-04,1.748242511135754006e-04,5.363254999999996875e+13
1.287529939493801280e+23,1.989999999990788750e+14,8.209873033217571676e+06,4.074570189883746934e+04,9.963426586893996628e+00,7.043240787462871078e-01,5.438888827878320814e-02,3.162625677940115176e-01,1.927827418054597897e-02,6.479486991325334767e-03,7.602786882846084265e-04,5.021538785268465574e-03,9.283290196949306721e-04,4.914406449119009847e-03,1.473950902284686983e-03,5.221691420390445421e-04,1.729930546649715694e-03,3.467092704298014943e-04,2.636232335524201810e-04,5.363254999999995312e+13
1.287529939493801280e+23,1.989999999987255000e+14,8.210058634290179238e+06,4.084262810177657229e+04,1.200669085135668723e+01,7.098765788193740489e-01,5.472639615033889071e-02,3.179251974093278421e-01,2.023707359901564390e-02,6.783964750938022668e-03,9.760271440449409851e-04,5.085612811288840567e-03,9.520042620113801498e-04,5.236007737797942520e-03,1.854402317303158795e-03,6.456019499169376313e-04,1.966763074694317850e-03,4.245885183322343332e-04,3.559830581018660206e-04,5.363254999999993750e+13
1.287529939493801280e+23,1.989999999983468125e+14,8.210257644536584616e+06,4.094881061025660892e+04,1.424679272438019062e+01,7.164091434768158351e-01,5.512086689147414204e-02,3.198029946543072266e-01,2.128951745704543708e-02,7.116687984979651674e-03,1.203489211021970158e-03,5.156822224883655242e-03,9.771474634475655219e-04,5.570459401255512151e-03,2.248188236707876746e-03,7.733966605098820113e-04,2.212129236824730144e-03,5.050555635096724318e-04,4.514145215611469982e-04,5.363254999999992188e+13
1.287529939493801280e+23,1.989999999979427812e+14,8.210470023691583425e+06,4.106462764905742370e+04,1.669258589707997587e+01,7.240639226151357466e-01,5.558078911836392827e-02,3.219240526113741341e-01,2.244552054076435696e-02,7.480384257199244186e-03,1.442784629792992620e-03,5.236099292377830415e-03,1.003815450443651912e-03,5.916780448100191457e-03,2.653749701584325743e-03,9.050556836869034106e-04,2.465157196467177101e-03,5.877680551175532226e-04,5.495039446102303275e-04,5.363254999999990625e+13
1.287529939493801280e+23,1.989999999975132188e+14,8.210695805536170490e+06,4.119050099287566263e+04,1.935387649902516927e+01,7.329940242157768626e-01,5.611536925091172023e-02,3.243194684361797586e-01,2.371649645582819474e-02,7.878225334049004588e-03,1.694264678164363221e-03,5.324499537519453325e-03,1.032093249776667651e-03,6.274266288650024587e-03,3.069838191240639724e-03,1.040182571678832050e-03,2.725179438982248438e-03,6.724472389553430964e-04,6.499114658704942867e-04,5.363254999999989062e+13
1.287529939493801280e+23,1.989999999970577500e+14,8.210935079908047803e+06,4.132688756632174045e+04,2.224121924689797325e+01,7.433624520458289586e-01,5.673445996263450086e-02,3.270230029327553800e-01,2.511516401577919277e-02,8.313768090793512491e-03,1.958472679450465239e-03,5.423187065231354492e-03,1.062089687754915303e-03,6.642435290238442140e-03,3.495452858309191970e-03,1.178461635865339554e-03,2.991692711023848528e-03,7.588650110971065840e-04,7.523558468012992361e-04,5.363254999999987500e+13
1.287529939493801280e+23,1.989999999965759375e+14,8.211187981093313545e+06,4.147427406257836265e+04,2.536578017109690109e+01,7.553412635663285801e-01,5.744850320783227021e-02,3.300708152965118325e-01,2.665539887881877845e-02,8.790909567784943590e-03,2.236114812005706148e-03,5.533423090468878904e-03,1.093934119402813774e-03,7.020990333038820003e-03,3.929795587797665392e-03,1.319643346389108704e-03,3.264329177180870512e-03,8.468346449247405412e-04,8.566036107116275881e-04,5.363254999999985938e+13
